title,count,organisations
"Tea set, Glass Tableware, Glass Coasters, Dry Erase Writing Boards, V3",10,['indo tibetan border police']
"Telecommunication Cable- Fully filled ( Petroleum Jelly or Absorbent Thixotropic Gel ), Telecommunic",22,"['border security force', 'national security guard']"
"Telephone Beetel, Telephone, Soldering Iron, Soldering lid, Soldering Paste",10,['central armed police forces']
"Telephone, Cutting Plier 8 inches, Cutting Plier 6 inches, Screw Driver Set of 5, Soldering Iron",13,['central armed police forces']
Teleprinter Paper Page Rolls ( V2 ) as per IS 9031,64,['border security force']
Television ( TV ) ( V2 ),58,"['indo tibetan border police', 'central armed police forces', 'border security force']"
"Television, TV, V2",4,['indo tibetan border police']
Temper proof I- card printing machine,10,['border security force']
"Temperature Data Logger With Display And Recorder minus 40 degreeTo plus 70 dgree, Wall Mount Antise",22,['indo tibetan border police']
Tennis Ball,4,['indo tibetan border police']
"Tennis ball, yoga Mat, Badminton Net, Volley ball, volley ball Net, Bat Cricket, Hand gloves, cricket Pitc",31,['border security force']
Tent Extendable Frame Supported 4M and 2M Complete with Accessories ( V2 ),220,"['indo tibetan border police', 'border security force', 'central reserve police force']"
"Tent Extendable Frame Supported 4M and 2M Complete with Accessories ( V2 ), Tent Extendable Frame Supp",94,"['national security guard', 'central armed police forces', 'border security force', 'central reserve police force']"
Tent Extendable Frame Supported With Mild Steel Joints and Flooring TPO,4,['indo tibetan border police']
Tent Latrine,7,['indo tibetan border police']
Tentage Service,7,['indo tibetan border police']
"Test Tube Rimless 12X75 5 ml pkt of 100, Lyser cell can of 5 litre, CRP Test pkt of 25 test, Microtips 2",4,['central armed police forces']
"Test Tube rimless 12x75 5ml, Test Tube rimless 12x100 5ml, Cell Pack DCL 5 Part pkt of 20 litre, Lyser c",7,['central armed police forces']
Tetra Pack Milk 07 ( A ),10,['central armed police forces']
Tetra Pack Milk 07 ( B ),7,['central armed police forces']
Tetra Pack Milk 07 ( C ),7,['central armed police forces']
Tetra Pack Milk 07 ( D ),7,['central armed police forces']
Textile Boots with Polymeric Sole ( Jungle Boots ) Conforming to IS 17861,25,['central reserve police force']
Textile Boots with Polymeric Sole ( Jungle Boots )- as per IS 17861,136,"['indo tibetan border police', 'central armed police forces', 'border security force', 'central reserve police force']"
Textile Floor Covering- Handmade Wool Carpet ( V2 ) as per IS 5641,19,"['indo tibetan border police', 'border security force']"
"Tgt fig eleven, Tgt paper fig eleven, Bamboo, Tgt fig twelve, Tgt wood Four X Four, Hassain cloth, T pape",7,['border security force']
The Indian National Flag as per IS 1,4,['indo tibetan border police']
The Multilayered Cross Laminated Sheets/ Tarpaulins/ Covers/ Agricultural Films as per IS 14611,31,['indo tibetan border police']
Theft Proof Rifle Racks,28,"['indo tibetan border police', 'central armed police forces', 'border security force']"
"Thermal Fogging Machine, Fogging Solution, Deltamethrin 1. 25 ULV, Butane Gas Can 225gm",10,['border security force']
"Thermal Paper Roll, Tissue Papers ( V2 )",4,['indo tibetan border police']
Thermal Ribbon,4,['indo tibetan border police']
Thermal Weapon Sight Regular,4,['central reserve police force']
Thermal Weapon Sight as per MHA QR ( V2 ),4,['national security guard']
Thermos SS ( Defence ),13,['central armed police forces']
Thin Client Computers ( V2 ),22,['border security force']
"Thin Client Computers ( V2 ), Server",7,['border security force']
Thinner For Epoxy Paints ( BHEL ),37,"['indo tibetan border police', 'central armed police forces', 'border security force']"
"Thread Poly Black 300mtr Spate, Button Plastic Eye Black 4 hole American, Fabrics or Cloth HDFE Fabri",4,['central armed police forces']
"Thread polyester OG 150 mtr reel twin thread, Buckram white for trouser and shirt, Plastic button nyl",7,['central armed police forces']
"Throughtal Body complete, Catalytic converter gypsy, Wheel bearing, Cone, Rear Wheel oil seal, Oil seal",7,['border security force']
"Tie rod end PB08CP0569, Bush kit PB08CP0569, Head light assembly PB08CP0569, Wheel cover PB08CP0569, Fog li",7,['border security force']
"Tile anti skid, Ewc, Flushing system, White cement, River sand, Brick, Cement, Pvc pipe 10 by 3 inch, Pvc t",16,['central armed police forces']
"Tiles, Cement, Fine Sand, Coarse Aggregate, Brick, Toilet Door PVC, Bib Cook Short Body, Wash Basin, Connec",25,['central reserve police force']
"Timing chain M 1010200, One way clutch R1060110, Kit pad chain tensioner N 9324370, Chain tensioner, fr",4,['border security force']
Tin sheet for Fig 11 combat target,4,['border security force']
"Tinned Pineapple, Defence Food Specification, Tinned Mango, Tinned Pear",4,['assam rifles']
Titanium Dioxide,13,['border security force']
"Titanium iDrill IMF Screws 2mm into 10 mm, Titanium Mini Bone Plates 1 point 5 mm 4 hole with Gap, Ti",16,['central armed police forces']
"Titel 1, Titel 2, Titel 3, Titel 4, Titel 5, Titel 6, Titel 7, Titel 8, Titel 9, Titel 10, Titel 11, Titel 12,",10,['border security force']
"Title 1, Title 2, Title 3, Title 4, Title 5, Title 6, Title 7, Title 8, Title 9, Title 10, Title 11, Title 12,",4,['border security force']
"Title1, Title2, Title3, Title4, Title5",34,"['indo tibetan border police', 'central armed police forces', 'border security force']"
"Title1, Title2, Title3, Title4, Title5, Title6",22,"['central armed police forces', 'border security force', 'national security guard']"
"Title1, Title2, Title3, Title4, Title5, Title6, Title7",19,['indo tibetan border police']
"Title1, Title2, Title3, Title4, Title5, Title6, Title7, Title8, Title9, Title10",22,['central reserve police force']
"Title1, Title2, Title3, Title4, Title5, Title6, Title7, Title8, Title9, Title10, Title11",64,"['indo tibetan border police', 'central armed police forces']"
"Title1, Title2, Title3, Title4, Title5, Title6, Title7, Title8, Title9, Title10, Title11, Title12",16,['central reserve police force']
"Title1, Title2, Title3, Title4, Title5, Title6, Title7, Title8, Title9, Title10, Title11, Title12, Title13, Titl",115,"['indo tibetan border police', 'national security guard', 'border security force', 'central reserve police force']"
"Title1, Toner Cartridge CF205, Toner Cartridge 925, Hard Disk 256 GB SSD, Antivirus 10 USER",25,['border security force']
"Toilet Brush, Talc Sheet. 5mili width 6. 6ft x 100 mtr, Thread sutlee, Good Knight Liquid, Limination Ro",4,['central armed police forces']
"Toilet Cleaner 1 Ltr, Washing Soap 250gm, Dish wash soap 500gm, Floor Cleaner 2 Ltr, Dettol Soap 100gm,",61,['central reserve police force']
"Toilet Cleaner Liquid ( V2 ) conforming to IS 7983, Disinfectant Fluids, Phenolic Type ( V3 ) conformin",34,['indo tibetan border police']
"Toilet Cleaner Liquid as per IS 7983, Bathing Soap Bar ( V2 ), Glass Cleaner, Liquid ( V2 ) as per IS 854",7,['indo tibetan border police']
"Toilet Cleaner Liquid as per IS 7983, Insecticides for mosquitoes cockroaches and other insects ( Liq",4,['indo tibetan border police']
"Toilet Paper ( V2 ) as per IS 14661, Garbage Bags, scrubbing brush",22,['indo tibetan border police']
"Toilet Seat, WPC Door 32 mm Thick X 36 inch x78 inch Brand Greenply Rajshree woodcraft Echon Etc, WPC",4,['indo tibetan border police']
"Toilet Soap or Liquid, Bathing Soap Bar, V2, Antiseptic Liquid, Cleaning D",49,['indo tibetan border police']
"Toilet Soap, Liquid, V2 as per IS 4199",10,['indo tibetan border police']
"Tomato, Green Chilli, Ginger, Green Lemon, Carrot, Cucumber, Green Pea, Green Coriander, Cauliflower, Shimla",4,['indo tibetan border police']
"Tomato, Parwal, Tori, Brinjal, Bottle gourd, Cabbage, Cauliflower, Carrot, Fresh Lemon, Ginger, Green Chillie",10,['indo tibetan border police']
"Toner Cartridge CF285A, Toner Cartridge CF277A, Toner Cartridge CF259A, Toner Cartridge 137A, Toner Car",52,['border security force']
Toner Cartridges/ Ink Cartridges/ Consumables for Printers,25,"['indo tibetan border police', 'central armed police forces', 'border security force']"
"Toner Cartridges/ Ink Cartridges/ Consumables for Printers, Toner Cartridges/ Ink Cartridges/ Co",73,"['indo tibetan border police', 'central armed police forces', 'central reserve police force']"
"Toner Magenta TN221M, Toner Cyan TN221C, Toner Black TN221K, Toner Yellow TN221Y, Imaging Unit IU214Y, I",4,['central armed police forces']
"Tool Box Five compartment, Ring Spanner set 12 piece, DE Spanner set 12 piece, Valve Die, Hammer 500 Gr",7,['border security force']
Towel Rail/ Ring/ Rack/ Hooks for Bathroom,4,['national security guard']
"Towel Rail/ Ring/ Rack/ Hooks for Bathroom, Towel R",7,['central armed police forces']
Towels- Hotel Linen,7,['indo tibetan border police']
"Towels- Hotel Linen, Door Curtains",7,['indo tibetan border police']
"Tower Bolt 6 inch B4 B4 B5 5, Aluminium Sliding door bolt 250mm, Aluminium Door Stopper, SS Door Handl",4,['indo tibetan border police']
"Tower Bolts ( Ferrous Metals ) as per IS 204, Stainless Steel Butt Hinges as per IS 12817, Door Handles",13,['border security force']
"Tower Bolts ( Non- Ferrous Metals ) V2 as per IS 204, C. P. PILLAR COCK, FLOAT VALVE WITH ALUMINIUM ROD 2",10,['central reserve police force']
Tower Ladder ( V2 ),16,['border security force']
"Tower Mast 51 Mtrs with Guy Wires, Tower Mast 30 Mtrs with Guy Wires, Refurbishment of existing 30 Me",10,['central armed police forces']
"Track Suit, Half T- Shirt, Full T- Shirt, Half jacket, Half pant, Sports Shoes, Socks, Kit Bag, Kabbadi Kit, M",31,['indo tibetan border police']
"Track Suit- Sports, T- Shirt ( V2 )",22,['indo tibetan border police']
"Track Suit- Sports, T- Shirt ( V2 ), Trekking Shoes",10,['indo tibetan border police']
Tractor Operated Reaper Cum Binder,10,['national security guard']
Tractor Trailer Mounted Suction Machine as per IS 13496,31,['border security force']
Traffic Cone,40,['central armed police forces']
"Trailer Mounted Suction Machine 5000 Ltrs Capacity as per IS 13496 Specifications, Trailer Mounted S",7,['indo tibetan border police']
"Transmission oils, Lithium Base Grease for Automotive Purposes as per IS 12203, Tra",4,['border security force']
Transparent Tape ( V2 ),4,['indo tibetan border police']
"Transparent Tape, Fevicol Tube, Paper Cutter Blade, Paper Cutter Bla",4,['central armed police forces']
"Transparent Tape, Ivory Sheet, Drawing Sheet, Polyster Sheet, Lamination Sheet, Spiral Binding Sheet, Spi",13,['central armed police forces']
"Transportation of ration SK oil and misc govt store through Mule or Pony below 10000 Ft, Transportat",4,['indo tibetan border police']
Tray Galvanized Iron Size 2. 5 ' x3. 5 ',4,['central armed police forces']
Treadmill ( V2 ),97,"['indo tibetan border police', 'border security force', 'national security guard']"
"Treadmill ( V2 ), 45 degree Leg Press or Hack Squat Machine, Shoulders Press Machine, Multi Adjustable B",4,['indo tibetan border police']
Tricycle or Rickshaw for Carrying Goods,7,['indo tibetan border police']
"Tricycle, Hand Propelled for Specially Abled Conforming to IS 8088.",4,['indo tibetan border police']
"Tricycle, Hand Propelled- As per IS 8088/ 1976 for Specially Abled",4,['border security force']
Trouser ( Winter Uniform ) ( IAF ),10,['central industrial security force']
Trousers ECC ( Combination of Trousers Wind Cheater and Trousers Serge Polywool 1973 Pattern ( Modifi,7,['indo tibetan border police']
Truck Chassis Mounted Suction Cum Jetting Machine ( Small ),22,['central reserve police force']
"Turbo assembly, 13 mm nut, AC belt, Alternator belt, AC belt tensioner bearing, Rear elbow o ring water",7,['border security force']
"Turmeric Powder, Clove, Tamarind",10,['indo tibetan border police']
"Turrah Red, Kullah Red Golden Zari, Pagri Jhalar Red Golden Zari, Pagri Red Patti, Pagri Badge Zari, Sca",25,['border security force']
"Twenty watt tube, LED Lamp, HOLDER Make, one sq mm wire, one point five sq mm wire, cassing capping, five",28,['border security force']
Twill Weave Wool Fabric Cloth Serge Dress as per IS 2319: 1987,22,"['indo tibetan border police', 'border security force', 'central industrial security force']"
"Two Stage, 0. 5 Litre Diesel Fuel Filters- IS 12499, 0. 5 Litre Diesel Fuel Filters- IS 1",4,['border security force']
Two Way Valve,10,['border security force']
"Tylormade Golf Kit, Rexton Mist Fan, Parker Pen, Parker Pen refill, Acrylic Board",4,['border security force']
Tyre,4,['border security force']
Tyre 255/ 60 R- 18,4,['indo tibetan border police']
Tyre Air Pressure Gauge,4,['indo tibetan border police']
Tyre Killer ( MHA ),37,['indo tibetan border police']
"Tyre Size 215 75R 15 LT Tubeless MRF, Tyre Size 215 Oblique 75R 15 LT Tubeless MRF M M BOLERO, Tyre S",4,['border security force']
"Tyre size 1000 20 with tube and flaps Ply rating 16 ISI mark category Nylon tyres Brand- MRF, Tyre si",19,['border security force']
"Tyre size 195 R 15C Tata winger CEAT, Tyre size 23570R16 Tata xenon CEAT, Tyre size 90x90- 17 Front Tv",13,['border security force']
"Tyre, TYRE 78X15 WITH TUBE, TYRE SIZE 10. 00X20, TYRE SIZE 255X65 R- 18 TUBELESS, Bran",10,['indo tibetan border police']
"Tyre, tyre Apollo 215- 75- R15",10,['border security force']
"Tyres size 215 75 R 15 Tubeless Brand MRF, Tyres size 235 65 R 17 Tubeless Brand MRF, Tyres size 8. 25",16,['border security force']
"U J CROSS, HUB OIL SEAL INNER, HUB OIL SEAL OUTER, FRONT INDICATOR LEFT AND RIGHT, FRONT CHECK NUT, FRON",4,['border security force']
"U J Cross, Suspension Bush kit, Wiper blade, Yoke and teeth, Knuckle oi",7,['border security force']
"U J cross, Assy universal joint, Assy clutch release bearing, U J Cross, Clutch Disc, Sleeve yoke sub As",4,['border security force']
"U J cross, LEAF pin, leaf bush, Leaf washer big, Leaf washer small, Front hub oil seal, Tube oi",4,['border security force']
"U J cross, Suspension bush kit, Hub oil seal, Nut with bolt no 16, Nut no 19, propeller shaft",4,['border security force']
UAC DRESS,7,['border security force']
"UJ Cross 4x4 shaft, Fan belt, Brake disc pad front, Head light assembly LH, Tappet cover gasket, Mud flaps f",4,['border security force']
"UJ Cross Flange replacement with fitting and welding CHOIGA 7179 CHOIGA 7177 Scorpio S10, Radiator F",4,['indo tibetan border police']
"UNI BALL PEN BLUE, UNI BALL PEN BLACK, UNI BALL PEN RED, HIGHLIGHTER, LEGAL PAPER, PENCIL, COLOUR FLAG BI",43,['border security force']
"UPS 1 KVA, Copper Wire 2 Core 2. 5mm, Media Converter Single, Patch Cord, Stay Wire",4,['central armed police forces']
"UPS BATTERY 12V 7 AHC, CANON LASER JET CARTRIDGE, HP LASER JET PRINTER CARTRIDGE, MC G04 MAINTENANCE C",25,['border security force']
"URINE TEST CONTAINER, THERMAL PAPER FIVE CM, ERBA ALKALINE PHOSPHATE KIT, URINE TEST STRIP TWO Para, ER",4,['border security force']
"URO STICK, SGOT REAGENT, SGPT REAGENT, SERUM COLESTROL, HDL, TRIGLICERIDE, PREGNANCY KIT, SERUM URIC ACID,",16,['border security force']
"UTP cable, USB keyboard, Mouse pad, HDMI to Vga Dasptor, Internal CD DVD writer, Windows pro 64 bit",22,['central armed police forces']
Ultrasound Machine ( V2 ),10,['central reserve police force']
Underground Cable Fault Detector,4,['border security force']
"Uni Ball eye UB 157 Ball 0. 7 Roller Pen Blue, Uni Ball eye UB 157 Ball 0. 7 Roller Pen Red, Uni Ball e",10,['border security force']
Unitary Air Conditioner ( Window AC ) ( V2 ) as per IS 1391 ( Part 1 ),43,['border security force']
"Unitary Air Conditioner, Window AC, V2 as per IS 1391, Part 1",4,['indo tibetan border police']
Unmanned Aerial Vehicle ( Drone Camera ) for ( MHA ),4,['border security force']
"Upgradation for Automation of Central Pay Bill Office, Hyper Convergent Infrastructure, Unified Threa",4,['central armed police forces']
Upgradation of Virtual Reality Lab ( VR Lab ),4,['national security guard']
"Urea ERBA XL system pack, Preventive maintenance kit for Em destiny 180 + fully automated Biochemistr",4,['central reserve police force']
"Urea Kit, Creatiwnine Kit, Uric Acid 5X40 ML, Cholesterol 5 X 40 ML, Direct HDL Kit, Triglyceride 5 X 40",4,['central reserve police force']
"Urine Test Strip, Blood Glucose Test Strips ( V2 )",4,['indo tibetan border police']
"V 7 Pilot Pen Blue, V 7 Pilot Pen Red, V 7 Pilot Pen Green, V 7 Hi Tecpoint Pen Blue, Add Gel Pen Blue,",22,['central armed police forces']
"V7 Refill Blue, Pen V7 Blue, Sticky Pad, Uniball Refill Red, Uniball Refill Blue, Ivory Sheet, Envelope, C",19,['central armed police forces']
"VALVE DIE, OIL CANE, DE SPANNER, RING SPANNER, ADJUSTABLE, SPANNER ADJUSTABLE, SCREW DRIVER",13,['border security force']
"VEH. AC REPAIR AND SERVICE VEH. NO. CHOIGA- 5431 TATA DOG VAN, AC GAS FILLING VEH. NO. CHOIGA- 5431 TA",4,['indo tibetan border police']
"VEHICLE TATA AMBULANCE TYRE, VEHICLE TATA SUMO TYRE, VEHICLE HERO SUPER SPLENDOR MOTOR CYCLE, VEHICLE",16,['indo tibetan border police']
"VEHICLE TYRE SIZE 255/ 60 R 18, TUBELESS, VEHICLE TYRE SIZE 235/ 65 R 17, VEHICLE TYRE SIZE",16,['indo tibetan border police']
"VGA CABLE, HDMI 15 metre, ETHERNET USB PORT, SWITCH 8 PORT, RJ 45 CONNECTOR",16,['central armed police forces']
VIDEO BRONCHOSCOPE COMPLETE SET WITH LIGHT SOURCE,16,['central reserve police force']
"VISITOR BOOK WITH S. S NAME PLATE 200 PAGE, TABLE GLASS, BRASS LETTER 1, CAP STAND WITH MIRROR, OPEN ARE",7,['indo tibetan border police']
"VOLLEY BALL NIVIA G2020, VOLLEY BALL NET COSCO, FOOT BALL NIVIA, FOOT BALL GOAL NET SET DOUBLE LAYERS,",31,['border security force']
"VOLLEYBALL COSCO, VOLLEYBALL NET, BADMINTON RACKET YONEX, LAWN TENNIS RACKET, LAWN TENNIS BALL",4,['border security force']
"Vegetable Cutter, Dough Kneader ( V1 ), Stainless Steel Bain Marie",40,['central armed police forces']
"Vehicle Hiring Service- Per Vehicle- Day basis- SUV/ MUV; 2022, 2023, 2024; Local; Plain; 168Kms x",13,['indo tibetan border police']
"Vehicle Hiring Service- Per Vehicle- Day basis- SUV/ MUV; 2023, 2022, 2024; Local; Plain; 168Kms x",7,['indo tibetan border police']
"Vehicle No JK 02L 2281 Crane Battery 12 Volt 88AH Exide, Battery 12 Volt 150AH Exide vehicle No B 16",13,['border security force']
"Vehicle Star, Vehicle Plate, Box, Rod for Flag, Led Light, Raxine Cloth, Fog Light 12 Volt, Rain Guard, Mud",4,['border security force']
"Vehicle complete Seat repair and seat cover stitching For Tata 52 seats bus, Vehicle complete Seat c",4,['indo tibetan border police']
"Velcro black colour, Rope nylon 9Mm, Cloth pant, Zip plastic, Hook and Eye",13,['indo tibetan border police']
Vermicompost,4,['national security guard']
Vest Cotton Plain Knitted ( IAF ),61,['border security force']
Vest Thermal ( MHA ),73,"['indo tibetan border police', 'central reserve police force']"
"Vest Thermal, MHA",13,['central armed police forces']
Veterinary Hematology Analyser,4,['indo tibetan border police']
Victim Location Equipment and Breaching System ( Mobile Medical Services Search and Rescue Kits ),4,['central armed police forces']
Video Conferencing Camera,22,"['indo tibetan border police', 'border security force']"
Video Recorder for CCTV System ( V2 ),7,['central industrial security force']
Violet laser and optical table with accessories,4,['national security guard']
Vocational Training in Assistant Electrician Trade,16,['central reserve police force']
Vocational Training in Field Technician other Home Appliance Trade,19,['central reserve police force']
Vocational Training in LED Light Repair Technician Trade,16,['central reserve police force']
"Volleyball Net as per IS 3345, Football, Volleyballs as per IS 417: 1986, Shot Put ( Rubber/ PVC )- A",16,['border security force']
Volleyballs as per IS 417: 1986,10,['indo tibetan border police']
"Volleyballs as per IS 417: 1986, Volleyball Net as per IS 3345, Air pump, Badminton Net as per IS 3345,",25,['border security force']
"VollyBall, Volly ball best, Volly Ball, Volley Ball Net best, Volley Ball Net, Lown Tennis Kit",4,['border security force']
Voltas 1. 5 Ton 3 Star Window AC- White,13,['central armed police forces']
"Voveran 75 mg, TT, Mego XL 2ml, DNS 500 ml, Artivan, Ecosprin 325, Ornof, Diclotal MR, Diclotal Plus SP, Xst",4,['border security force']
Vulnerability and Penetration Testing,4,['national security guard']
WALK BEHIND ROLLER,10,['central armed police forces']
"WALNUT GIRI, CASHEW, KISMIS, ALMOND, PISTA, BLACK CHANA",55,['central armed police forces']
WASTE MANAGEMENT PROJECT,7,['central armed police forces']
"WATER SUPPLY ITEM, PLUMBING ITEM",4,['national security guard']
WATER TANK CLEANING MACHINE,13,['central armed police forces']
"WDF Flurocell 2X42 ML, Sulfolyserpkt of 3X500 ml, Electrolyte Reagent Pack of 1100 ml, PT INR pkt of 5",7,['central armed police forces']
"WEIGHTING MACHINE ELECTRIC, DOOR MAT JUTE Size, DOOR MAT SYNTHETIC, ICE BOX LARGE 1",16,['indo tibetan border police']
WHEAT BRAN,4,['border security force']
"WHEAT FLOUR, GRAM FLOUR, VERMICELLI, RICE BASMATI, POHA, RED CHILLI POWDER, TURMERIC POWDER, CORIANDER POW",19,['indo tibetan border police']
"WHEEL OIL SEAL INNER TATA 407, WHEEL OI SEAL OUTER TATA 407, DRAG LINK ROD ASSY, SIDE INDICATOR GLASS,",4,['border security force']
