title,count,organisations
Potable Water Purification System with Inbuilt Water Cooler,7,['indo tibetan border police']
"Potable water purification system with inbuilt water cooler, Unbranded 1800mm 730mm Office table, Unb",10,['indo tibetan border police']
"Potato fresh, Onion fresh, Tomato fresh, Ginger fresh, Garlic Fresh, Green Chilli, Green Coriander, Cucumb",13,['indo tibetan border police']
"Potato fresh, Onion, Milk Fresh ( Amul ), Fresh paneer ( Amul mlai ), Bread in PKT of 400 Gms, Arvi/ Arum, Bean",7,['indo tibetan border police']
"Potato, Ginger as per IS 1908, Garlic seeds or seedlings",13,['indo tibetan border police']
"Potato, Onion, ARVI, BEANS, BRINJAL, CABBAGE, CAULIFLOWER, BOOTLE GOURD, CARROT, CUCUMBER, FRESH LEMON, GINGER",4,['indo tibetan border police']
Pouch For Ammunition And Grenades,52,"['indo tibetan border police', 'central reserve police force']"
"Pow MGSO4 400gm, Eye drop Moxicip 5ml, Pow. Agrimine forte 1 Kg Virbac, Pow. Neblon 100gm Indian Herbs",7,['border security force']
Power Generator- DG Set ( up to 900 KVA ),355,"['indo tibetan border police', 'national security guard', 'border security force', 'central reserve police force']"
"Power Generator- DG Set, up to 900 KVA",34,"['indo tibetan border police', 'border security force', 'national security guard']"
"Power Generator- DG Set, up to 900 KVA, Power Generator-",19,"['indo tibetan border police', 'central armed police forces']"
Power Spray Machine for Disinfection Purpose,19,['central armed police forces']
"Power Supply unit 12 V 10 AMP for Radio set Motorola GM- 338 Axiom, GP Antenna 0 DB for Radio Set Mot",4,['central armed police forces']
Powered Air Purifying Respirators ( PAPR ),13,['border security force']
Pre Mix Pothole Repair Material 25 Kg Bag,10,['central armed police forces']
"Pre- Laminated flat pressed particle board., Cement, Sand, 20mm Aggregate, 1. 5 sqmm copper wire",13,['indo tibetan border police']
"Precoated galvanised iron profile sheets 12 FEET x42 inch 0. 50 mm Thick, Precoated galvanised iron p",10,['indo tibetan border police']
"Precoated galvanised iron profile sheetsize 12 FEET x42 inch, Precoated galvanised iron profile shee",13,['indo tibetan border police']
Prefab Hut/ House of Size 4. 88 M X 19. 52 M ( as per GeM Drawing ),7,['indo tibetan border police']
Prefab Hut/ House of Size 4. 88 M X 9. 76 M ( as per GeM Drawing ),7,['indo tibetan border police']
Prefab Hut/ House of Size 6. 10 M x 19. 52 M ( as per GeM Drawing ),7,['border security force']
"Prefab Shelters of Size ( 10. 44 x 7. 620M x 4. 4M Height ) with 1. 5M Verandah, MLS 20 MEN",34,['central armed police forces']
Prefab Shelters with PUF Panel of Size 7. 620 M X 18. 491 M ( as per GeM Drawing ),10,"['indo tibetan border police', 'central armed police forces']"
Prefab Toilet Block of Size 4. 88 M x 7. 32 M ( As Per GeM Drawing ),16,"['indo tibetan border police', 'central reserve police force']"
Prefab shelter using PUF panels of different sizes,37,"['indo tibetan border police', 'central reserve police force']"
"Prefab shelter using PUF panels of different sizes, Prefab shelter using PUF panels of different siz",28,['central reserve police force']
"Prefabriated STP 5 KLD, Prefabr",37,['central armed police forces']
"Prelaminated Particle Boards From Wood and Other Lignocellulosic Material ( V2 ) as per IS 12823, Prel",4,['central armed police forces']
"Pressure Cooker, Mixer Grinder, Steel Parat, Hotcase Milton, Steel Dallu, Steel Patila, Idli Maker, Steel",16,['border security force']
Pressure Plate,7,['indo tibetan border police']
Pressure Sensitive Adhesive Plasticized PVC Tapes with Nonthermosetting Adhesive as per IS 7809 ( Pa,4,['national security guard']
"Pressure Sensitive Adhesive Tapes with Plastic Base ( V3 ) Conforming to IS 13262, Sketch Pen ( V2 ), Car",6,['assam rifles']
"Pressure plate comp set, Clutch plate, Main oil seal, Main oil seal cover rubber seal, Hand primer assembly",10,['border security force']
"Printer A3 Mono, Original Cover, Tonner, Drum, Duplex Unit",19,['central industrial security force']
"Procurement of 14 SWG aluminium wire, Supplying of weather proof thermoplastic cobra wire indicator",4,['border security force']
Procurement of Prefab Shelter of Size ( 18M x 6. 1M with 1. 5M wide verandah ) Double Storey Shelter,7,['central armed police forces']
"Prodot 78A, Prodot 12A, Prodot 88A, Printer epson L1800 ink- 673M, 673Y, 673C, 673BK, 673LM, 673LC, Pri",4,['central armed police forces']
"Product 1, Product 2, Product 3, Product 4, Product 5, Product 6",4,['central armed police forces']
"Product 1, Product 2, Product 3, Product 4, Product 5, Product 6, Product 7, Product 8, Product 9",10,['central armed police forces']
Professional Large Format Display,40,"['indo tibetan border police', 'border security force']"
"Profile sheet, Pipe, Plate, Bit, Nut and Bolt, Angle, Welding Rod",22,['central reserve police force']
Propeller Type AC Ventilating Fans- Exhaust Fans ( V2 ) as per IS 2312,7,['indo tibetan border police']
Propeller for 500 HP Engine,4,['border security force']
"Providing And Fixing Self Starter 12V DC, Rewinding And Fixing 10 KVA AC Alternator 240 V, Engine Ser",4,['indo tibetan border police']
Providing and installation dry toilet block size 3000X2200mm and septic tank,10,['indo tibetan border police']
Providing and installation of 01 Nos FRP Shelter at Chushul Height ( Point- 5509 ) including all trans,4,['indo tibetan border police']
Providing and installation of FRP Huts at Thakung OP ( Point- 4715 ) of Thakung Post including all tra,4,['indo tibetan border police']
Providing and installation of Fast Erectable modular shelter for high altitude area,4,['indo tibetan border police']
Providing and installation of PUF Toilet Block,4,['indo tibetan border police']
Providing and installation of construction material for establishment of memorial,4,['indo tibetan border police']
Pruning knife,4,['indo tibetan border police']
Psychological test system service software alongwith essential hardware,10,['national security guard']
Public Address ( PA ) Amplifier ( V2 ),10,['indo tibetan border police']
"Public Address ( PA ) Amplifier ( V2 ), PA Speaker, Speaker cable",10,['indo tibetan border police']
Puf Seal,4,['national security guard']
"Pull push switch, Insulation tape, Fuze 10 amp, Head light bulb 12 volt blade type, Head light bulb 12",4,['border security force']
"Pullthrough Insas rifle, Silling Beretta SMG, Silling SLR Rifle, Muzal cover Insas, Muzal cover beretta",7,['border security force']
Pulp Board as per IS 4664,4,['indo tibetan border police']
"Pulse Oxymeter Omron Dr Morphen, B P Instrument Diamond, Thermometer Hicks, Alcohol breath analyser, Ne",22,['border security force']
Pulverizer,28,"['indo tibetan border police', 'central armed police forces']"
"Pump Assy Hydraulic Lift Oil Pump, Filter Assy Secondary for Turbo Charger, Filter Assy Engine Oil, Fi",4,['border security force']
Punched Tape Concertina Coils- PTCC ( V2 ),157,"['central armed police forces', 'border security force']"
QUALITY CONTROL EQUIPMENTS,10,['central armed police forces']
Quilted cloth,4,['indo tibetan border police']
RADIO COMMUNICATION TEST SET ( ANALOG/ DIGITAL ),4,['central armed police forces']
"RAM, BTY CLIP, CHANNEL, VOLUME, EPROM, EPPROM, LOGIC, PRNTER HEAD, RIBBON GEAR, CR, MOTOR, HEAD STRIP, RELAY, RO",13,['border security force']
"RAW WATER FEED PUMP, PRESSURE SAND FILTER, ACTIVATED CARBON FILTER, ANTI SCALANT DOSING PUMP, MICRON CA",28,['border security force']
"RAZOR BLADE, HAIR COMB BARBER, ROPE NYLON GRASS CUTTING MACHINE, WIPER BIG, DUSTING CLOTH, WIPER CLOTH",4,['central armed police forces']
"REACTION MODULES, WASH CONCENTRATION, LIGHT CHECK, STARTER BUFFER 1PLUS 2, SYSTEM TUBING CLEANING SOL, P",4,['central reserve police force']
"REAGENT GLUCOSE 400 ML, REAGENT UREA 120 ML, REAGENT CREATININE 240 ML, REAGENT URIC ACID 50 ML, REAGEN",7,['border security force']
"REAGENT PACK PSR ELECTROLYTES ANALYSER, DAILY CLEANERS ELECTROLYTES ANALYSER 12X6ML, CONTROL/ CALIBRAT",4,['indo tibetan border police']
"REAR VIEW MIRROR, DOOR HANDLE, DOOR CATCHER INNER, OIL PRESSURE SWITCH, DOOR REGULATOR, BALL JOINT UPPER",4,['indo tibetan border police']
"REAR WHEEL BEARING MARUTI GYPSY, AXEL CONE MARUTI GYPSY, FRONT WHEEL BEARING MARUTI GYPSY, FRONT DISC",4,['border security force']
"REAR WHEEL BEARING MARUTI GYPSY, BRAKE SHOE LINING REAR SET OF 4PCS MARUTI GYPSY, REAR WHEEL OIL SEAL",4,['border security force']
"RED CHILLI POWDER, MUSTARD WHOLE, FENUGREEK WHOLE, TURMERIC POWDER, BLACK PEPPER WHOLE, CLOVES WHOLE, CUM",37,['indo tibetan border police']
"RED CHILLIE POWDER EVEREST AND EQUIVALENT, MUSTARD SEED EVEREST AND EQUIVALENT, TURMERIC POWDER EVERE",16,['indo tibetan border police']
"RED CHILLII POWDER, TURMERIC POWDER, CORIANDER POWDER, CUMIN WHOLE, LARGE CARDAMOM WHOLE, BLACK PEPPER W",40,['indo tibetan border police']
"RED CHILLY POWDER, FENUGREEK WHOLE, TURMERIC POWDER, TAMARIND PULP, BLACK PEPPER WHOLE, CLOVES WHOLE, COR",22,['indo tibetan border police']
"RED CHILLY POWDER, FENUGREEK, TURMERIC POWDER, TAMARIND PULP, BLACK PAPPER, CLOVES, CORIANDER POWDER, CUMI",4,['indo tibetan border police']
"REFLEX REFLECTOR, SWITCH ASSY REFI, CLUTCH LEVER, SPARK PLUG, MIRROR ASSY RIGHT, INDICATOR ASSY R L, BRAK",4,['border security force']
"REGISTER 450 PAGES, STELL SCALE BIG, PENCIL, CELLO TAPE, FILES, GUM BOTTLE BIG, STAPLER PIN SMALL, PAPER A",10,['border security force']
"REGISTER NO10, REGISTER NO20, REGISTER NO 50, V7 PEN, V7 CARTRIDGE, PARKER PEN, INK PARKER, LEVEL ARCH BOX",22,['central armed police forces']
"REGISTER RULED, PAPER A 4 SIZE, OTLK AOTLK LEDGER, MESSAGE IN REGISTER, MESSAGE OUT REGI",16,['border security force']
"REGULATOR PRESSURE VALVE MARUTI GYPSY, FUEL PUMP MOTOR MARUTI GYPSY, FUEL INJECTOR MARUTI GYPSY, DOOR",7,['indo tibetan border police']
"REPAIR OF RO AQUA FRESH, REPAIR OF RO KENT ELITE, REPAIR OF RO KENT GRANT PLUS, REPAIR OF RO AQUA FRES",4,['border security force']
"REPAIRING- TATA SUMO, TOYOTA INOVA, TATA 1212TC",4,['indo tibetan border police']
REWINDING OF CEILING FAN INCLUDING COST OF OLD BURNT COPPER,4,['indo tibetan border police']
REWINDING OF CEILING FAN INCLUDING COST OF OLD BURNT COPPER.,7,['indo tibetan border police']
RF measurement setup using optical delay line with power supply units for imaging radars,4,['national security guard']
RIBBON CARTRIDGE FOR LINE MATRIX PRINTER LIPI,16,['border security force']
RICE 01 ( A ),4,['central armed police forces']
"RING SPANNER 12 PIECE TAPARIA, RING SPANNER 10 PIECE TAPARIA, RING SPANNER 8 PIECE TAPARIA, D S SPANNE",4,['border security force']
"RIPE PAPAYA, WATER MELON, POMEGRANATE, MANGO, KENO, ORANGE, PEARS, GUAVA, PINEAPPLE, BANANA, GRAPES ( BLACK ), GR",19,['indo tibetan border police']
RIVETING MACHINE,13,['border security force']
RO Water Plant for Hemodialysis,13,['indo tibetan border police']
RO Water Treatment System Above 50 LPH Filtration Capacity,22,"['indo tibetan border police', 'national security guard']"
"RO Water Treatment System Above 50 LPH Filtration Capacity, RO Water Treatment System Above 50 LPH F",10,['central armed police forces']
ROAD BARRIER,25,['central armed police forces']
"ROOM SPRAY, HARPIC 500ML, LIZOL 500ML, AER AUTOMATIC SPRAY REFIL FRESH, AER AUTOMATIC SPRAY REFIL PASSI",40,['central armed police forces']
"ROPE COTTON ONE INCH DIA, THERMOCOL SHEET SIZE 3 FEET INTO 2 FEET AND HALF INCH, HASSAN CLOTH, NAILS I",4,['border security force']
"ROPE D CLAMP FOR RECOVERY VAN, FRONT AXLE TUBE FOR AXLE SEAL FOR MARUTI GYPSY, FRONT HUB OIL SEAL FOR",4,['indo tibetan border police']
RT- PCR ANALYZER,7,['central reserve police force']
"RTD TYRE SIZE 1200X20 LUG, RTD TYRE SIZE 1000X20 LUG, RTD TYRE SIZE 900X20 LUG, RTD TYRE SIZE 7. 50X16",7,['indo tibetan border police']
RUBBER PLATE FOR RIFLE 7. 62mm TAR,7,['border security force']
Radio Network Analyzer,4,['central armed police forces']
Radiofrequency Generator with Vessel Sealing and Bipolar Resection,19,['indo tibetan border police']
"Rain Guard Mahindra Bolero NEO, Foot Mat TATA 407 BS6, Foot Mat Mahindra Bolero NEO, Foot Mat Mahindra",4,['border security force']
Rain Jacket ( with Integrated Hood and Trouser ),7,['indo tibetan border police']
Rangoli colours,4,['indo tibetan border police']
"Re Design and Development of Assam Rifles website, Rack Server, Unified Thread Management, Installatio",22,['central armed police forces']
Ready Mixed Paint for Road Marking as per IS 164,7,['central armed police forces']
"Rear Brake Shoe Set, Rear Wheel Brake Shoe Spring, Rear Alloy Wheel Assy, Rear Wheel Bearing, Rear Whee",4,['border security force']
"Rear brake paddle, Foot rest mounting right side, Head light assembly, Flasher unit 12 Volt, Indicator",4,['border security force']
Rechargable head torch for Vehicles,7,['national security guard']
Rechargeable SMF lead Acid battery,7,"['indo tibetan border police', 'border security force']"
Reciprocating Air Compressors- Electric Motor Driven,37,"['indo tibetan border police', 'central armed police forces']"
"Reciprocating Air Compressors- Electric Motor Driven, High Pressure Washer",37,['indo tibetan border police']
"Rectifier plate alternator, Regulator Alternator, Alternator Bearing, Sleeve Alternator, Wire point 75",4,['central armed police forces']
"Red Chilies Powder, Mustard Fenugreek, Turmeric Powder, Tamarind, Black Pepper, Cloves, Coriander Powder,",4,['indo tibetan border police']
"Red Chilly Powder, Fenu Greek, Turmeric Powder, Tamarind, Black Pepper, Cloves, Coriander Powder, Cumin Se",22,['indo tibetan border police']
"Red Chilly Powder, Fenugreek, Turmeric Powder, Black Pepper, Coriander Powder, Cumin, Cardamom Large, Garl",10,['indo tibetan border police']
"Red Tape Half inch X 30 mtr Cello or Equivalent, Black Tape Half inch X 30 mtr Cello or Equivalent, G",4,['central armed police forces']
"Red and blue roof light, Floor Mating, Mobile charger, Seat organizer, Steering Cover, Flag rod, Foot mat",4,['border security force']
"Red chilly Powder, Fenugreek seed, Turmeric Powder, Tamarind Whole, Black Pepper whole, Cloves, Coriander",4,['indo tibetan border police']
"Refilling Powder 200 grm for Hp 88A 55A 78A 12A, Hp 993XC Magenta Page wide Cartridge, Hp 993XC Yello",10,['central armed police forces']
"Refilling of Fire Extinguisher Cylinders- Dry Powder Fire Extinguisher; 1 Kg; Within 1 Year, Refill",4,['indo tibetan border police']
Refilling of Fire Extinguisher Cylinders- Water Mist Type Fire Extinguisher; 50 Litres; 1 Year to,22,['indo tibetan border police']
Refined Soyabean Oil,16,['indo tibetan border police']
Refined Sugar as per IS 1151,208,['indo tibetan border police']
"Refined Sunflower Oil in 01 Ltr Pet Bottle 1, Refined Sunflower Oil in 15 Kg Tin 1, Refined Sunflower",10,['central armed police forces']
"Refined Sunflower Oil in 01 Ltr pet bottle, Refined Sunflower Oil in 15 Kg Tin",7,['central armed police forces']
Refrigerator 500 litre,13,['central armed police forces']
"Register No 10, Exercise Book Ruler, Exercise Book Long, Executive Bond Paper, Ivory Sheet, Talc Sheet",16,['central armed police forces']
"Register No 18, Gel Pen, Photo Paper Oddy, Note Book Classmate Long, White Board Marker Pen, Transparent",10,['central armed police forces']
"Register No 20, Gems Clip, Sharpener, Eraser, T Pin, Colour Flag",10,['central armed police forces']
"Register No 20, Register No 10, Exercise Book Ruler, Ivory Sheet, Carbon Paper",16,['central armed police forces']
"Register No 30, Register No 20, Steel Scale, Scissor, Whitener",10,['central armed police forces']
"Register No 30, Talc Sheet, Pilot Pen V5, Reynolds Trimax Pen, Trimex Refill",10,['central armed police forces']
"Register No 40 Classmate or Equivalent Paper Size 75 gsm, Register No 30 Classmate or Equivalent Pap",22,['central armed police forces']
"Register No 40 Classmate or Equivalent Paper size 75gsm, Register No 30 Classmate or Equivalent Pape",4,['central armed police forces']
"Register No 40 Classmate or Equivalent paper Size 75 gsm, Register No 30 Classmate or Equivalent pap",4,['central armed police forces']
"Register No 40, Gule Stick, Stapler, Cutter Blade, Tag",10,['central armed police forces']
"Register, V2",4,['central armed police forces']
"Registers, pencil, Eraser, Sharpener, Alpin, U clip, CD Marker pen, Stapler Pin small, Stapler small, Staple",4,['border security force']
"Regulator domestic, Domestic gas pipe, Copper pipe 3 feet, Burner Domestic, Gas Lighter",4,['central armed police forces']
Repair and Maintenance of Plant/ Systems/ Equipments- REPAIR OF 02 NOS ASKA INFLATABLE EMERGENCY LI,7,['indo tibetan border police']
"Repair and Overhauling Service- 120000; 120000; Yes; Buyer Premises, Service Provider Premises",13,['indo tibetan border police']
Repair and Overhauling Service- 40110846SHUTTLELK HALF SHUTTLE DEL3007; Zuki Button Machine; Yes;,4,['indo tibetan border police']
Repair and Overhauling Service- 50000; 50000; Yes; Buyer Premises,4,['indo tibetan border police']
Repair and Overhauling Service- 50000; Voltas; Yes; Buyer Premises,4,['indo tibetan border police']
"Repair and Overhauling Service- AHUJA AWM 700 U 2; AHUJA; Yes; Buyer Premises, Repair and Overhauli",4,['indo tibetan border police']
Repair and Overhauling Service- AMBULANCE; SWARAJ MAZDA; Yes; Buyer Premises,7,['border security force']
Repair and Overhauling Service- AS 01 EA 5632 TVS; TVS APACHE 160 CC; No; Buyer Premises,4,['border security force']
Repair and Overhauling Service- AS 01 FC 9393 JCB; JCB 3DX SUPER; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- AS 01BT 1786 TVS; TVS Apache Motor cycle of 90; No; Buyer Premises,4,['border security force']
Repair and Overhauling Service- AS 01EL 4562 MAHENDRA BOLERO; MAHENDRA BOLERO; No; Buyer Premises,4,['border security force']
"Repair and Overhauling Service- AS 01EL 6165; Mahindra Bolero BS6; Yes; Buyer Premises, Service Pr",4,['border security force']
Repair and Overhauling Service- AS 01FE 6608; MAHINDRA AND MAHINDRA BOLERO; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- AS01DE 2357 Tata Xenon; Tata Xenon of 138; No; Buyer Premises,4,['border security force']
Repair and Overhauling Service- AS01EL 6165 MAHINDRA BOLERO; MAHINDRA BOLER; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- Air Conditioner- IS 1391; BLUE STAR; Yes; Buyer Premises,7,['indo tibetan border police']
Repair and Overhauling Service- Air Conditioner- IS 1391; godrej; Yes; Buyer Premises,4,['indo tibetan border police']
Repair and Overhauling Service- Alternator; Alternator repair with genuine spares; Yes; Buyer Prem,4,['border security force']
Repair and Overhauling Service- BOLERO; MAHINDRA & MAHINDRA; Yes; Buyer Premises,7,['border security force']
Repair and Overhauling Service- Bolero; mahindra mahindra; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- Combo Therapy machine and Short wave Diathermy Machine; Biotech Ph,4,['central reserve police force']
Repair and Overhauling Service- Computer Printers; Canon; Yes; Buyer Premises,7,"['border security force', 'central reserve police force']"
"Repair and Overhauling Service- Computer Printers; SAMSUNG; Yes; Buyer Premises, Repair and Overhau",4,['indo tibetan border police']
Repair and Overhauling Service- Computer Printers; WEP DMP Printer; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- Computer Printers; brother; Yes; Buyer Premises,4,['indo tibetan border police']
Repair and Overhauling Service- Computer Printers; hp; Yes; Buyer Premises,10,"['border security force', 'central reserve police force']"
"Repair and Overhauling Service- Computer Printers; hp; Yes; Buyer Premises, Repair and Overhauling",4,['indo tibetan border police']
Repair and Overhauling Service- DOT MATRIX PRINTER; EPSON; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- Desktop Computers; Dell; Yes; Buyer Premises,4,['central reserve police force']
"Repair and Overhauling Service- Desktop Computers; Dell; Yes; Buyer Premises, Service Provider Pre",4,['central reserve police force']
Repair and Overhauling Service- Desktop Computers; hp; Yes; Buyer Premises,4,['central reserve police force']
Repair and Overhauling Service- Double door Refrigerator; Bosch; Yes; Buyer Premises,4,['central reserve police force']
Repair and Overhauling Service- Drinking Water Cooler; TATA Voltas Drinking water Cooler; Yes; Buy,4,['central reserve police force']
Repair and Overhauling Service- FIP BOSCH; TR 01U 1915 TATA 407 OF 129; Yes; Buyer Premises,7,['border security force']
Repair and Overhauling Service- FREEZ; HAIER; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- FREEZE 190 LTR; HAIER; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- FREEZE; HAIER; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- GEN SET; KIRLOSKAR; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- Glow Sign Board; Unbranded; Yes; Buyer Premises,4,['central reserve police force']
"Repair and Overhauling Service- HONDA EM 650; HONDA; Yes; Service Provider Premises, Repair and Ove",4,['indo tibetan border police']
"Repair and Overhauling Service- HP Desktop computer INA902XC1D; hp; Yes; Buyer Premises, Repair and",4,['indo tibetan border police']
"Repair and Overhauling Service- HP LASERJET 1020 PLUS, S. NO. CNCHB72399 PART- PRINTER GEAR, WITH",4,['indo tibetan border police']
Repair and Overhauling Service- HR 39C 6559 MARUTI GYPSY; MARUTI; No; Buyer Premises,4,['border security force']
Repair and Overhauling Service- Kitchen Exhaust Chimney; Repairing of Kitchen Exhaust Chimney; Yes,4,['central reserve police force']
Repair and Overhauling Service- Laundry Type Washing Machines/ Drying Machines; LUCKY ENGINEERING,4,['indo tibetan border police']
Repair and Overhauling Service- MAHINDRA BELORE; AS 01FE 6612 MAHINDRA BOLERO OF MT POOL; Yes; Buy,4,['border security force']
Repair and Overhauling Service- MAHINDRA BOLERO; AS 01 ES 5148 BOLERO OF 138; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- MOTOR CYCLE; AS 01BS 8585 TVS APACHE OF 14; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- Multifunction Machines MFM; RICOH; Yes; Buyer Premises,4,['central reserve police force']
Repair and Overhauling Service- Pipe 6mm; HYDRAULIC SCREEN PRINTING MACHINE of Printing Machine; Y,7,['indo tibetan border police']
Repair and Overhauling Service- Potable water purification system Reverse Osmosis or UV based; Aqu,4,['indo tibetan border police']
Repair and Overhauling Service- Potable water purification system Reverse Osmosis or UV based; Eur,4,['central reserve police force']
Repair and Overhauling Service- Potable water purification system Reverse Osmosis or UV based; UND,4,['indo tibetan border police']
Repair and Overhauling Service- Potable water purification system Reverse Osmosis or UV based; und,4,['indo tibetan border police']
"Repair and Overhauling Service- REPAIR OF MIST FAN; Misc; Yes; Buyer Premises, Repair and Overhauli",10,['indo tibetan border police']
"Repair and Overhauling Service- REPAIR OF MTB CYCLE; REPAIR OF MTB CYCLE; Yes; Buyer Premises, Repa",4,['indo tibetan border police']
Repair and Overhauling Service- RETREADING OF CEAT TYRE SIZE 215 X 75R15; CEAT; No; Buyer Premises,4,['indo tibetan border police']
Repair and Overhauling Service- REWINDING WALL FAN; USHA; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- Refrigerator Truck for Vaccine Transport; SML; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- Repair Of Water Cooler desert cooler Gas Bhatti Chapati bhatti Law,10,['indo tibetan border police']
Repair and Overhauling Service- Repairing and overhauling service of Kent Hand sanitizer Machine;,4,['central reserve police force']
"Repair and Overhauling Service- Repairing of BPL ECG Machine; BPL; Yes; Buyer Premises, Service Pr",4,['central reserve police force']
Repair and Overhauling Service- Repairing of Hikvision CCTVs along with 16 channel DVR and accesso,4,['central reserve police force']
Repair and Overhauling Service- Repairing of customised electrical Glow Sign Board; unbranded; Yes,4,['central reserve police force']
"Repair and Overhauling Service- Scissor Dhaar 10 inch; Fabrication Workshop; No; Buyer Premises, Re",16,['indo tibetan border police']
Repair and Overhauling Service- Sofas & Couches; Furniture Arts; Yes; Buyer Premises,4,['indo tibetan border police']
Repair and Overhauling Service- Split Air Conditioner including Green AC; Voltas; Yes; Buyer Premi,13,['indo tibetan border police']
Repair and Overhauling Service- TATA 407 TRUCK; TATA; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- TATA 407; WB 07C 1706 TATA 407 OF 138; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- TATA HEAVY BUS; TATA; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- TATA SAFARI; AS01FP 9082 TATA SAFARI; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- TATA XENON; AS 01 DE 2307 TATA XENON OF 138; No; Buyer Premises,4,['border security force']
Repair and Overhauling Service- TATA; AS 01BE 2363 TATA XENON OF 14; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- TELEVISION; HAIER; Yes; Buyer Premises,7,['border security force']
Repair and Overhauling Service- TVS; AS01BS 8585 TVS Apache; No; Buyer Premises,4,['border security force']
Repair and Overhauling Service- TYRE RETREADING SERVICE; TYRE RETREADING SERVICE; Yes; Service Pro,7,['indo tibetan border police']
Repair and Overhauling Service- Television TV; Sony; Yes; Service Provider Premises,4,['central reserve police force']
Repair and Overhauling Service- Transformer substation; kirloskas; Yes; Service Provider Premises,4,['indo tibetan border police']
Repair and Overhauling Service- Two Wheeler- Motor Cycles and Scooters and Mopeds; ROYAL ENFIELD;,10,['border security force']
Repair and Overhauling Service- Two Wheeler- Motor Cycles and Scooters and Mopeds; TVS; Yes; Buye,4,['border security force']
Repair and Overhauling Service- Two Wheeler- Motor Cycles and Scooters and Mopeds; VEH NO AS01EA,4,['border security force']
Repair and Overhauling Service- Uninterruptible power supply ( UPS ); Eaton line Luminous; Yes; Buye,4,['central reserve police force']
Repair and Overhauling Service- Uninterruptible power supply ( UPS ); Luminous and Uniline; Yes; Ser,4,['central reserve police force']
"Repair and Overhauling Service- WB 74S 0211 TATA SUMO; TATA MOTORS; Yes; Buyer Premises, Service P",4,['border security force']
"Repair and Overhauling Service- Water Tank 1000 Ltr; Unbranded; Yes; Buyer Premises, Repair and Ove",4,['indo tibetan border police']
Repair and Overhauling Service- Window Air Conditioner including Green AC; Voltas; Yes; Service Pr,4,['indo tibetan border police']
Repair and Overhauling Service- XENON; TATA; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- cars; AS 01EF 6726 MAHINDRA BOLERO OF; Yes; Buyer Premises,4,['border security force']
"Repair and Overhauling Service- cars; HYUNDAI MOTOR INDIA LTD; Yes; Buyer Premises, Service Provid",10,['central reserve police force']
Repair and Overhauling Service- cars; Honda; Yes; Buyer Premises,4,['border security force']
Repair and Overhauling Service- cars; Mahindra & Mahindra; Yes; Buyer Premises,7,['border security force']
Repair and Overhauling Service- cars; TATA MOTORS-- TATA MOTORS PASSENGER VEHICLES LIMITED; Yes; Bu,4,['border security force']
Repair and Overhauling Service- cars; TATA MOTORS-- TATA MOTORS PASSENGER VEHICLES LIMITED; Yes; Se,4,['indo tibetan border police']
Repair and Overhauling Service- cars; TATA MOTORS; Yes; Buyer Premises,7,['border security force']
"Repair and Overhauling Service- cars; TATA MOTORS; Yes; Buyer Premises, Service Provider Premises",4,['central reserve police force']
"Repair and Overhauling Service- cars; TATA MOTORS; Yes; Service Provider Premises, Buyer Premises",4,['central reserve police force']
Repair and Overhauling Service- diesel generators- DG Sets; CUMMINS; Yes; Buyer Premises,22,['indo tibetan border police']
Repair and Overhauling Service- diesel generators- DG Sets; Greaves Power; Yes; Buyer Premises,13,['indo tibetan border police']
Repair and Overhauling Service- diesel generators- DG Sets; HONDA and kirloskar; Yes; Buyer Premis,10,['indo tibetan border police']
Repair and Overhauling Service- diesel generators- DG Sets; KOEL; Yes; Buyer Premises,13,['indo tibetan border police']
Repair and Overhauling Service- diesel generators- DG Sets; Kirloskar; Yes; Buyer Premises,49,['indo tibetan border police']
"Repair and Overhauling Service- diesel generators- DG Sets; Kirloskar; Yes; Buyer Premises, Repair",16,['indo tibetan border police']
Repair and Overhauling Service- diesel generators- DG Sets; Mahindra; Yes; Buyer Premises,10,['indo tibetan border police']
Repair and Overhauling Service- diesel generators- DG Sets; Sudhir Power Limited- Cummins; Yes; B,7,['indo tibetan border police']
