item,count,ref_nos
( balance work ) noida.,1,"[""['361/CE(Jal)/AO/PE-Jal-IV/16-17']""]"
d/ o village ( comiisioning of water line at various places in village- salarpur ( behind police chowki area ),1,"[""['361/CE(Jal)/AO/PE-Jal-IV/16-17']""]"
mo to gaumukh apartment police colony at kaushambi gzb dg. 2016 17 sh providing services of day to day maintenance,1,"[""['46/EE/EBMD-M 221/PWD/2016-17']""]"
their comprehensive warranty maintenance services of triangular lattice mast,1,"[""['SIL/HW/2015-16/38(R)']""]"
installation kit for up police radio hq lucknow,1,"[""['SIL/HW/2015-16/38(R)']""]"
competitive bidding for the supply installation,4,"[""['SIL/HW/2015-16/30R1']"", ""['SIL/HW/2015-16/36R']"", ""['SIL/HW/2015-16/38(R)']"", ""['SIL/HW/2015-16/31(R)']""]"
kawad yatra ke doran police line me polic control room ko shiv chowk per kawad control room shifting krne ve kawad marg per vibhinn sthano per camara lagane ve 7 days ke liye 1 drone camara with operator ka karye.,1,"[""['20/E-Tender/PWD/MZN/2023-24 Dated 19-06-2023']""]"
pmc work for construction of 04 towers of transit hostel g plus 12 in police lines at district bulandshahr up india on epc mode,1,"[""['75(2)(SE)/General/Technical Cell/2025 Dated 06.02.2025']""]"
result for ward no 7/ 12 me police chouki se bhojipura road tak pipe line se sambandhit samagri aaprti ka karya,1,"[""['3916/NPR/PAYJAL/2/2025-26']""]"
construction work of rain water harvesting for conservation/ ground recharge of rain water from the roof of khair police station building under khair municipal council.,1,"[""['380/NPPKHAIR/2025-26']""]"
result for nagar panchayat karyalay ke samne kashiram colony new police chowki ke pichey shooping complex ka nirmaan karya,1,"[""['1575/NPJ/END/2024-25']""]"
result for 3- khyati prapt karpuri thakur dwar isthan mauranipur- ranipur road par shivganj police chowki ke sameep mauranipur.,1,"[""['2537/RED/Tender/2024-25 Dt. 30.01.2025']""]"
result for construction of barrack building ( 112 nos ) near govt. i. t. i. bargarh,1,"[""['2299/GM/PZ/RNN/BAIRAKCKT/24 DT 1.2.2025']""]"
any equivalent jeep along with driver for use of anti power theft police station kamla nagar,1,"[""['56/EDCA/2024-25']""]"
result for for hiring of diesel jeeps bolero,1,"[""['56/EDCA/2024-25']""]"
anti power theft thana offices for office use with driver services for 2025- 26 period,1,"[""['EDCBNDA-35/2024-25']""]"
provide 02 no. jeeps for police vigilance squad,1,"[""['EDCBNDA-35/2024-25']""]"
result for reserve police line bijnor me rtc mess ke left side me bne 7 toilet ki maramat aadi ka karya,1,"[""['BH -38/2025(2)']""]"
installation/ construction of roof top rain water harvesting structures with 01 piezometer at different buildings of central police hospital civil lines moradabad.,1,"[""['04/RWH/MBD/2024-25']""]"
marine drive,1,"[""['02/Pra(Anu)/E-Tender2024-25']""]"
renovation of lawn,1,"[""['02/Pra(Anu)/E-Tender2024-25']""]"
laying hdpe irrigation pipe line work between police chowki to sp office in area of gomti river front,1,"[""['02/Pra(Anu)/E-Tender2024-25']""]"
construction work of 04 sheeter in daksh prajapati park at the old damaged toilet site behind the police post in ward 24 mau khatriwada.,1,"[""['1053/N.V./2024-25/09-12-2024']""]"
construction of intere locking tiles work at chohan pyau to thathipur police station ward no. 24. zone 11. file no. 544/ 23x3/ 6.,1,"[""['MPGMC/544/23x3/6/Jan/2023-24']""]"
janapad chandauli me jiladhikari mahoday ke adesh ke kram me police adikhsa dwara upalabdha suchi par kaimara lagake ka kary,1,"[""['441/ZPC/2024-25, 25.11.2024']""]"
type- ii 20 no. at police station paschim sen para bidhnu kanpur nagar u. p,1,"[""['315/S.E./KNP/Police Station/E-tender/2024-25']""]"
construction of residence type- iii 03 no.,1,"[""['315/S.E./KNP/Police Station/E-tender/2024-25']""]"
painting work at ocs chamber of charu market police station located at ground floor,1,"[""['WBKP/CP/NIT- 331/ Internal Repairing and Painting work at OCs Chamber of Charu Market  PS/TEN']""]"
installation of drone in different places of sundarban police district on hire basis in c/ w ganga sagar mela 2025,1,"[""['SP/SPD/03/2024-25']""]"
15,1,"[""['BH-27/2024/2']""]"
14,1,"[""['BH-27/2024/2']""]"
police line bijnor me avashiya parisar ke block h- 13,1,"[""['BH-27/2024/2']""]"
16 type 2 ke avaso ki repairing,1,"[""['BH-27/2024/2']""]"
155. unnao raebareli marg se bethar police chauki se bachole dhanuk ke ghar tak sampark marg cc karya,1,"[""['187/SA.NI/Z.P.UNN/2024-25/155']""]"
providing iei to modern salon in the pet building at police line under section i of eandm sub division,1,"[""['NIT.149/NIT/WSD/2024-25']""]"
apwd,1,"[""['NIT.149/NIT/WSD/2024-25']""]"
port blair,1,"[""['NIT.149/NIT/WSD/2024-25']""]"
workshop division,1,"[""['NIT.149/NIT/WSD/2024-25']""]"
naali va sauchalaya tatha painting ka karya,1,"[""['34-03']""]"
ward no 14 bakwal ke police line me batminton courtyard ke paas interlocking,1,"[""['34-03']""]"
covered drain from the sulabh toilet behind the police station to the khushi jewelers in ward no. 11 mohalla dakshin bazar,1,"[""['1151/npb/enivida/2024-25']""]"
drain on both sides of the canal from circuit house police chowki through lakshmi nayaran mandir in ward no- 41 saharanpur,1,"[""['507/3/SDA/2024-25']""]"
construction work of c. c.,1,"[""['507/3/SDA/2024-25']""]"
14- gram panchayat raup mein police line churk se hote hue phatte chairaha jane vali sadak nirman kary,1,"[""['493/ZP/E-TENDER /2024-25-DATE 02 SEP 2024']""]"
construction work by rcc of the damaged drain from bansal plaza in thapar nagar in ward no. 64 to the house of shahadat advocate behind sadar police post.,1,"[""['NNMEE/FF05-5759']""]"
annual maintenance contract of hvac plant at 200 bedded referral hospital itb police greater noida for the financial year 2024 25,1,"[""['NO/ITBP/RH/ENGG/3238']""]"
drain interlocking tiles from plot no- 93 to plot no- 102 kaka traders in front of ward- 12 kalkagarhi police chowki.,1,"[""['07/Nirman/2024-25 Date 08.07.2024']""]"
work of danes road,1,"[""['07/Nirman/2024-25 Date 08.07.2024']""]"
vidhyak nidhi 2023- 24 ke antargat construction of paver road in police line- lalitpur main gate se manoranjan room ki or,1,"[""['16/EE/ET/LTP/2023-24']""]"
zone- 1 room no.- 35 construction work of drain from dera saras drain to the temple in bagheliya colony via chun pachan police station,1,"[""['01-03-2024/NAGAR NIGAM/06-03-2024/230']""]"
construction work of cc road from the old superintendent of police residence located on churk robertsganj road in ward no. 8 to indrasan pandey house.,1,"[""['386/ E-Tendering/2023-24Dated 01.03.2024']""]"
kaila bhatta,1,"[""['023/Nirman/2023-24 dated 13-02-2024 (151-258)']""]"
riyasududdin to kalwa,1,"[""['023/Nirman/2023-24 dated 13-02-2024 (151-258)']""]"
cc in the streets near police chowki. road construction work.,1,"[""['023/Nirman/2023-24 dated 13-02-2024 (151-258)']""]"
riyasuddin from classic tailors in ward- 93,1,"[""['023/Nirman/2023-24 dated 13-02-2024 (151-258)']""]"
rcc drain construction work from former mp harish pal house to tp nagar police station on ward 51 baghpat road.,1,"[""['NNMEE/FFC-28-4918/24-02-2024']""]"
drain construction work by rcc on the right side of baghpat road ( up to tp nagar police station ) from the gate in ward 35 transport nagar,1,"[""['NNMEE/FFC-28-4918/24-02-2024']""]"
drain from the confectionery shop to lisadi road tirahe on jatav gate police chowki road.,1,"[""['4861/SNV-19FFC TENDER/24']""]"
in ward 54,1,"[""['4861/SNV-19FFC TENDER/24']""]"
construction of 01 additional ( 32m x 07m ) squad post plus teen shed for trainees at pt ground of police training school moradabad,1,"[""['4106/E-Tender dt 13-12-2023']""]"
pmc work for construction of transit hostel 4 towers of s plus 12 in police line kanpur nagar up india on epc mode,1,"[""['1140/General/Technical Cell/2023 Dated. 29.12.2023']""]"
maintenance workshop from the point of view of security in guru gorakshanath temple in district gorakhpur lot no 1/ 2,1,"[""['1659/135C-Gkp Circle/2023 Dated 25-02-2023']""]"
construction work of police store room,1,"[""['1659/135C-Gkp Circle/2023 Dated 25-02-2023']""]"
visitor room,1,"[""['8035/44 C-Jhansi Circle/23 Date 05.10.2023']""]"
construction work of boundary wall around the telephone room,1,"[""['8035/44 C-Jhansi Circle/23 Date 05.10.2023']""]"
cyber cell office in the confidential office of the superintendent of police in lalitpur district,1,"[""['8035/44 C-Jhansi Circle/23 Date 05.10.2023']""]"
renovation of mahila toilet block of stedium with adjointing gym hall building at main campus of 23rd bn itb police,1,"[""['NO-ITBP/SHQ DDN/ENGR/73/2023-25(1) DTD.02.08.23']""]"
seemadwar deradun ( ukd ),1,"[""['NO-ITBP/SHQ DDN/ENGR/73/2023-25(1) DTD.02.08.23']""]"
construction of residential buildings of dr bheem rao ambedkar police academy to double its capacity in moradabad up india 4th call,1,"[""['1907/General/Building Cell/2023 Dated 28.04.2023']""]"
type- b ( 10 nos ) residence at police chowkichaupai at thana- sohramau district- unnao ( u. p. ),1,"[""['26/UPPCL/GM-7/E-TENDER/2023-24 Dated-17.07.2023']""]"
construction of residential type- a ( 01 nos ),1,"[""['26/UPPCL/GM-7/E-TENDER/2023-24 Dated-17.07.2023']""]"
construction of 10 nos. bathroom of hostel block at kotwal dhan singh gurjar police traning school hapur road,1,"[""['1915/PAN/ET/23-24,  DT. 02-06-2023']""]"
construction of 10 nos. toilet of hostel block at kotwal dhan singh gurjar police traning school hapur road,1,"[""['1916/PAN/ET/23-24,  DT. 02-06-2023']""]"
vivechana room in thana mundapande police station at dist moradabad,1,"[""['365/M-49/E-TENDER/RNN/2023  DATE 30.05.2023']""]"
construction of hostel barrack building for 48 persons 12 female,1,"[""['365/M-49/E-TENDER/RNN/2023  DATE 30.05.2023']""]"
hanumangadi hota hau ashram tk cement concrete road work,1,"[""['47(1to4) /CE/NNB/ 2023-24 S.no 2']""]"
ward 25 madinath road pr police chowki to shiv mandir,1,"[""['47(1to4) /CE/NNB/ 2023-24 S.no 2']""]"
fattepur chungi chowki police chowki jeern sheern ka gata no. 4131 par parking bahuddeshyi samudayik kendra ka nirman karya.,1,"[""['312..13.06.2023..2']""]"
saraikaiyan chungi chowki police chowki jeern sheern ka gata no. 5 par parking bahuddeshyi samudayik kendra ka nirman karya.,1,"[""['312..13.06.2023...1']""]"
construction work for the development of business area from police assistance center to vinod kasaudhan shop on the main road in munderwa main business area,1,"[""['237/NPM/Nivia/2023-24 Dt 22-05-23']""]"
bhelupur thana se rewadi talab police chowki va tilbhandeshwar park ke purvi taraf ka sadak patch marammat karya,1,"[""['28/2022-23']""]"
to radisson hotel.,1,"[""['199/Health /2023-24 Dated 02/06/2023']""]"
cleaning of drain from supertech,1,"[""['199/Health /2023-24 Dated 02/06/2023']""]"
shukra bazar in bhowapur,1,"[""['199/Health /2023-24 Dated 02/06/2023']""]"
in front of dabur office,1,"[""['199/Health /2023-24 Dated 02/06/2023']""]"
under ward- 72 vasundhara zone,1,"[""['199/Health /2023-24 Dated 02/06/2023']""]"
via police chowki,1,"[""['199/Health /2023-24 Dated 02/06/2023']""]"
renewal work of zila mukhyalay ravindra nagar dhush se police line marg tak road in dist kushinagar in fy 2022- 23,1,"[""['139/76Yat-Deo Circle/2022 Date 12.01.2023']""]"
distt- agra ( u. p. ),1,"[""['155/E-Tender/65 Dated 16.03.2023']""]"
construction of of proposed police chowki on agra- lucknow expressway at chainage 6 350 left side nadauta,1,"[""['155/E-Tender/65 Dated 16.03.2023']""]"
construction of of proposed police chowki on agra- lucknow expressway at chainage 263 000 right side dipawal distt- unnao ( u. p. ),1,"[""['156/E-Tender/66 Dated 16.03.2023']""]"
janpad shamli mein police line mein manoranjan kaksh/ sabha kaksh mein rangai putai marammat ve aadi ka karya,1,"[""['B-17/DATED 08-02-2023/2022-23']""]"
construction of 16 capacity hostel barrack g3 one number discussion room,2,"[""['1969/M-15A/99  Dt 06.12.2022']"", ""['84/M-15A/02  Dt 16.01.2023']""]"
all development work in campous of police station usawa at district badaun,2,"[""['1969/M-15A/99  Dt 06.12.2022']"", ""['84/M-15A/02  Dt 16.01.2023']""]"
all development work in campous of police station musajhag at district badaun,1,"[""['84/M-15A/02  Dt 16.01.2023']""]"
all development work in campous of police station kotwali at district badaun,3,"[""['1969/M-15A/99  Dt 06.12.2022']"", ""['84/M-15A/02  Dt 16.01.2023']"", ""['486/M-15A/20  Dt 25.03.2023']""]"
construction of 48 capacity hostel barrack g3 one number discussion room,2,"[""['1969/M-15A/99  Dt 06.12.2022']"", ""['84/M-15A/02  Dt 16.01.2023']""]"
all development work in campous of police station alapur at district badaun,2,"[""['1969/M-15A/99  Dt 06.12.2022']"", ""['84/M-15A/02  Dt 16.01.2023']""]"
construction of 40 capacity hostel barrack g3 one number discussion room,2,"[""['1969/M-15A/99  Dt 06.12.2022']"", ""['84/M-15A/02  Dt 16.01.2023']""]"
all development work in campous of police station zarifnagar at district badaun,2,"[""['1969/M-15A/99  Dt 06.12.2022']"", ""['84/M-15A/02  Dt 16.01.2023']""]"
construction of 32 capacity hostel barrack g3 one number discussion room,2,"[""['1969/M-15A/99  Dt 06.12.2022']"", ""['84/M-15A/02  Dt 16.01.2023']""]"
ward no 34 khajuri maine police line boundryline se bhavan no s 8/ 223- a- 5 tak chauka marmath ka karya,1,"[""['01v/2022-23']""]"
all development work in campous of police station kunwargaon at district badaun,1,"[""['1969/M-15A/99  Dt 06.12.2022']""]"
all development work in campous of police station bilsi at district badaun,1,"[""['1969/M-15A/99  Dt 06.12.2022']""]"
all development work in campous of police station wazirganj at district badaun,1,"[""['1969/M-15A/99  Dt 06.12.2022']""]"
all development work in campous of police station bisauli at district badaun,1,"[""['1969/M-15A/99  Dt 06.12.2022']""]"
all development work in campous of police station dataganj at district badaun,2,"[""['1969/M-15A/99  Dt 06.12.2022']"", ""['486/M-15A/20  Dt 25.03.2023']""]"
all development work in campous of police station hazratpur at district badaun,1,"[""['1969/M-15A/99  Dt 06.12.2022']""]"
all development work in campous of police station kadarchowk at district badaun,1,"[""['1969/M-15A/99  Dt 06.12.2022']""]"
all development work in campous of police station sahaswan at district badaun,1,"[""['1969/M-15A/99  Dt 06.12.2022']""]"
all development work in campous of police station islamnagar at district badaun,1,"[""['1969/M-15A/99  Dt 06.12.2022']""]"
all development work in campous of police station mujariya at district badaun,1,"[""['1969/M-15A/99  Dt 06.12.2022']""]"
all development work in campous of police station ujhani at district badaun,1,"[""['1969/M-15A/99  Dt 06.12.2022']""]"
all development work in campous of police station ushait at district badaun,1,"[""['1969/M-15A/99  Dt 06.12.2022']""]"
restoration work of lucknow- kursi mahmudabad road km- 8. 500 to km- 17. 700 ( from st. mary hospital to behta police station ),1,"[""['3724/523-C(PDL)LKO.CIR/2022-23 Dt 15-07-2022']""]"
result for ward no. 03 me hanuman mandir se police chowki hote hue sabzi mandi tak cc road ka nirman karya,1,"[""['NPRATSARKALAN/123/1']""]"
reserve police line bhilwara ( risala ) me sthit rajkiya ghodo ki surksha ke liye nale ki diwar ka nirman karya,1,"[""['NIT-10/2022-23 PWD DIV BHILWARA']""]"
laying of 300 mm size d. i. class k- 7 pipe line from police choki to bus stand in moh- jatan,1,"[""['01/E-T/2022-23']""]"
kiratpur.,1,"[""['01/E-T/2022-23']""]"
karnpur shamsabad marg ( odr ) ke km- 2 se left police chauki shamsabad se sahkari samiti tak marg nirman.,1,"[""['1874/7A/2021-22 Dt. 17-11-2021']""]"
capital computer se police adhikshak karyalay hote hue l. i. u office tak side patri par interlocking karya.,1,"[""['1263 /N.P.P.M./E-NIVIDA/2021, 01-11-2021']""]"
near to suda office at sector 7 gomti nagar vistar,1,"[""['48/E-TENDER/CE/2021-22/01']""]"
construction of raod ( bm,1,"[""['48/E-TENDER/CE/2021-22/01']""]"
sdbc ) from police head quarter to emmar commercial land,1,"[""['48/E-TENDER/CE/2021-22/01']""]"
onstruction work of 02 seater toilet in place of damaged toilet in womens health center located in police line in ward- 32,1,"[""['NNMEE/56/Tender-2021-22']""]"
civil line.,1,"[""['NNMEE/56/Tender-2021-22']""]"
construction on road through hot mix in sikandra awas vikas colony sec- 4 police choki sr no 69,1,"[""['14-07-2021/NAGAR NIGAM/21-07-2021/67']""]"
cat eye,1,"[""['14-07-2021/NAGAR NIGAM/21-07-2021/26']""]"
white line work in loha mandi zonal office to agraswn division police chowki kothi mina bajar zone- 2,1,"[""['14-07-2021/NAGAR NIGAM/21-07-2021/26']""]"
parichha,2,"[""['W-PAR///CEMD/6000000286']"", ""['ET-08/SE(HQ)/CEMD/PTPP/2021-22']""]"
scrap yard of ptpp police chowky- railway colony,1,"[""['ET-08/SE(HQ)/CEMD/PTPP/2021-22']""]"
routine maintenance of street luminary system of entire ptpp colony,2,"[""['W-PAR///CEMD/6000000286']"", ""['ET-08/SE(HQ)/CEMD/PTPP/2021-22']""]"
central store,2,"[""['W-PAR///CEMD/6000000286']"", ""['ET-08/SE(HQ)/CEMD/PTPP/2021-22']""]"
construction of road from gonda bahraich road chaurahe mishrauliya police chowki to circuit house via deisel depo lot no 5,2,"[""['13/SE RED Devipatan/E Tender/21-22 Dt 12-04-2021']"", ""['64/SE RED Devipatan/E Tender/21-22 Dt 10-06-2021']""]"
under district gonda,2,"[""['13/SE RED Devipatan/E Tender/21-22 Dt 12-04-2021']"", ""['64/SE RED Devipatan/E Tender/21-22 Dt 10-06-2021']""]"
repairing of road by hot- mix plant from purani chung behat road to bharat mata chowk,1,"[""['1803 G']""]"
purani police chowki in word no. 17,1,"[""['1803 G']""]"
19,1,"[""['1803 G']""]"
janpath kanpur nagar mai police adhikshak arthik apradh anusandhan sangathan ke sector kanpur karyalaya ke vidhyutikaran ka karya,1,"[""['1192/4CBW17E/M2021-2 Dt. 16.06.2021']""]"
laying of 110 mm size p. v. c pipe line from mirza bus service to police chowki shauchalaya mohallah farashtoli mandawar,1,"[""['14/E-Tender/2020']""]"
4 ) mishion kayakalp ke antargat nagar chetra hardoi me sthit prathmik vidhyalay ( police line parisar ) jalaakharpurwa ka marammat kary.,1,"[""['957/NPPH/E-Noivida/2020-21 Date 01-02-2021']""]"
road improvement work by thermo plastic strip,1,"[""['09/PWD/2020-21']""]"
hotmix road from police choki gate to jain nagar gate in ward no. 33 ganesh nagar.,1,"[""['09/PWD/2020-21']""]"
preservation of existing ponds- rodhola pukhuri,1,"[""['SMC/ CIDF/ Lak_Rodhola Pukhuri']""]"
pond near girls high school,1,"[""['SMC/ CIDF/ Lak_Rodhola Pukhuri']""]"
pond in front of nl police station at north lakhimpur under cidf,1,"[""['SMC/ CIDF/ Lak_Rodhola Pukhuri']""]"
anty theft police station raghunathpur ballia,1,"[""['78/EDC(B)/2020-21']""]"
installation of submersible pump for se edc office ballia,1,"[""['78/EDC(B)/2020-21']""]"
