item,count,ref_nos
in the financial year 2024- 25,1,"[""['2271/16A Dt 19-10-2024']""]"
special repair work on jaithra police station daryaganj road from maria via bijori road.,1,"[""['2271/16A Dt 19-10-2024']""]"
cc karya,1,"[""['366/red/2024-25dated 24-09-2024']""]"
police line kasganj road par dipo workshop ke pass mod se kasganj soron road ki,1,"[""['366/red/2024-25dated 24-09-2024']""]"
diwani gate ke samne se reserve police line boundray tak octapole street light ki sthapana ka karya,1,"[""['496/EE/RED/ENivida/24-25 Dt 07-08-2024']""]"
07 ke avaso ki reparing lot 5,1,"[""['45/2024']""]"
diwaro per tails lagane ka karya lot 3,1,"[""['BH-45/2024']""]"
police line bijnor mai sthit canteen ki rangai putai,1,"[""['BH-45/2024']""]"
under police station,2,"[""['1116/G.M./P.Zone/RNN/Nivida/24 dt.09.08.2024']"", ""['2299/GM/PZ/RNN/BAIRAKCKT/24 DT 1.2.2025']""]"
district- chitrakoot.,2,"[""['1116/G.M./P.Zone/RNN/Nivida/24 dt.09.08.2024']"", ""['2299/GM/PZ/RNN/BAIRAKCKT/24 DT 1.2.2025']""]"
mau thana,2,"[""['1116/G.M./P.Zone/RNN/Nivida/24 dt.09.08.2024']"", ""['2299/GM/PZ/RNN/BAIRAKCKT/24 DT 1.2.2025']""]"
construction of barrack building ( 112 nos ) near govt. i. t. i. bargarh,1,"[""['1116/G.M./P.Zone/RNN/Nivida/24 dt.09.08.2024']""]"
lohamandi zone room no. 17 rcc drain construction work in front of ratnamuni jain inter college ( voice ) lohamandi police station.,1,"[""['08-08-2024/NAGAR NIGAM AGRA/21-08-2024/59']""]"
water naad,1,"[""['25-07-2024/ NAGAR NIGAM AGRA/31-07-2024/89']""]"
kharanja in the shed equal to the straw house near bindukatra police station under tajganj zone.,1,"[""['25-07-2024/ NAGAR NIGAM AGRA/31-07-2024/89']""]"
work of naad,1,"[""['25-07-2024/ NAGAR NIGAM AGRA/31-07-2024/89']""]"
kharanja,1,"[""['25-07-2024/ NAGAR NIGAM AGRA/31-07-2024/89']""]"
gram panchyat kura ke mushi me police line boundry ke pass puliya aur approch road ka nirman karya,1,"[""['LTR-373/E-TENDER/2024-25 DT-20.06.2024']""]"
teliyrganj shivkuti police chowki ke bagal se hote hue gangaji ke kinre tak marg ka nirman karya,1,"[""['662/10 COM PRJ CIRCLE/2024 DT 19-01-2024']""]"
laying of 110mm/ 160mm dia 6kg pressure pvc pipe line near of police chowki to oht labour colony ward no 18,1,"[""['WW-611 B']""]"
chawal mahin,1,"[""['GEM/2024/B/4687006']""]"
wheat flour,3,"[""['GEM/2022/B/2448396']"", ""['GEM/2022/B/2143025']"", ""['GEM/2024/B/4687006']""]"
wheat flour chakki ka,3,"[""['GEM/2022/B/2448396']"", ""['GEM/2022/B/2143025']"", ""['GEM/2024/B/4687006']""]"
urad daal chilka,1,"[""['GEM/2024/B/4687006']""]"
arhar dal fool wali without police,3,"[""['GEM/2022/B/2448396']"", ""['GEM/2022/B/2143025']"", ""['GEM/2024/B/4687006']""]"
nyay parisar,1,"[""['415/8A Dated 07.02.2024']""]"
rajav parisar,1,"[""['415/8A Dated 07.02.2024']""]"
police parisar,1,"[""['415/8A Dated 07.02.2024']""]"
trajist hostel parisar,1,"[""['415/8A Dated 07.02.2024']""]"
1- repair work of residentail building at shastri nagar parisar,1,"[""['415/8A Dated 07.02.2024']""]"
laying of water supply main pipeline due to police check post to mohan nagar flyover bridge at ward no. 97,1,"[""['E85/2023']""]"
south zone.,1,"[""['E85/2023']""]"
hiring of 02 show room condition diesel vehicle bolero with driver for anti power theft thana,1,"[""['EDC(M)-63/2023-24']""]"
construction work of interlocking road from the main road near the police post in sector- 4 under lohamandi zone to anjani hospital at the place of dalavghar.,1,"[""['09-02-2024/NAGAR NIGAM/21-02-2024/181']""]"
non residential buildings in reserve police line at district auraiya up india on epc mode,1,"[""['1272/General/Technical Cell/2024 dt 27.01.2024']""]"
disabled toilets,1,"[""['1398/2024']""]"
furniture,1,"[""['1398/2024']""]"
girls,1,"[""['1398/2024']""]"
drinking water system,1,"[""['1398/2024']""]"
ramp in primary school police line in ward no. 08.,1,"[""['1398/2024']""]"
construction work of boys,1,"[""['1398/2024']""]"
wheat flour fresh washed water,1,"[""['GEM/2024/B/4629701']""]"
urad dal,1,"[""['GEM/2024/B/4629701']""]"
rava rava,1,"[""['GEM/2024/B/4629701']""]"
interlocking construction work from govind haddi hospital in front of shahi palace to police station in ward no 11 of adarsh nagar panchayat badhalganj,1,"[""['01camp/npba/2023-24 dt. 29-01-2024']""]"
pvc panels,1,"[""['BH-64-2023']""]"
installation of tiles,1,"[""['BH-64-2023']""]"
electrical fitting work,1,"[""['BH-64-2023']""]"
skirting,1,"[""['BH-64-2023']""]"
dressing room located in police lines.,1,"[""['BH-64-2023']""]"
other repair work in the meeting hall,1,"[""['BH-64-2023']""]"
fixing barbed wire above it in district- mainpuri ( u. p ),1,"[""['13/GM-4/UPPCL/2023-24']""]"
increasing hight of boundry wall of police line gola bazar road,1,"[""['13/GM-4/UPPCL/2023-24']""]"
sadar chauraha se sankata devi police chouki tak sadak ke madhya me divider avam grill ka nirman karya,1,"[""['1995/JANNIRMAN/MBL/2023-24 DATE 08.09.2023']""]"
border to nahru nagar police post.,1,"[""['27-10-2023/NAGAR NIGAM/02-11-203/35']""]"
room no. 93,4,"[""['11-09-2023/NAGAR NIGAM/16-09-2023/06']"", ""['11-09-2023/NAGAR NIGAM/16-09-2023/08']"", ""['27-10-2023/NAGAR NIGAM/02-11-203/35']"", ""['28-10-2023/NAGAR NIGAM/03-11-203/32']""]"
construction work of side track by interlocking from creative fashion shop under hariparvat zone,1,"[""['27-10-2023/NAGAR NIGAM/02-11-203/35']""]"
construction work of cc road from krishna garden to naresh t- stall,1,"[""['NIT-1106A Dt. 19.08.2023 SE TVY']""]"
police chowki to sunita/ punit jain plot in akash nagar.,1,"[""['NIT-1106A Dt. 19.08.2023 SE TVY']""]"
major repair work of the main building located at the police intelligence headquarter campus lucknow ( electrical work ground floor part- a ),1,"[""['2721CB/06CB-30/2023-24 Date 16-08-2023']""]"
gida gorakhpur,1,"[""['2231/ABHI.NI.6/CIVIL/2023-24 DT. 25.08.2023']""]"
construction of shade,1,"[""['2231/ABHI.NI.6/CIVIL/2023-24 DT. 25.08.2023']""]"
interlocking on approach road in sector- 12,1,"[""['2231/ABHI.NI.6/CIVIL/2023-24 DT. 25.08.2023']""]"
rcc bench,1,"[""['2231/ABHI.NI.6/CIVIL/2023-24 DT. 25.08.2023']""]"
maintenance of police station building,1,"[""['2231/ABHI.NI.6/CIVIL/2023-24 DT. 25.08.2023']""]"
industrial area side- c park to police post.,1,"[""['06-10-2023/NAGAR NIGAM/12-10-2023/26']""]"
room no. 74,2,"[""['06-10-2023/NAGAR NIGAM/12-10-2023/26']"", ""['15-12-2023/NAGAR NIGAM/22-12-2023/26']""]"
work of interlocking tiles on the side track from hariparvat zone,1,"[""['06-10-2023/NAGAR NIGAM/12-10-2023/26']""]"
04 nos si investigation rooms at police station balaini distt- baghpat ( u. p. ),1,"[""['2239 / E-Tender / 101 Dt 17/08/2023']""]"
vivechna room in police thana kotwali nagar at mau ( u. p. ).,1,"[""['43/GM-1/UPPCL/2023-24/E-TENDER Dated-28.08.2023']""]"
construction of a room for sanitation workers to sit on municipal land near police outpost on ward- 27 kamla hall road.,1,"[""['08/Nirman/2023-24 Dt. 25.08.2023']""]"
patch repair work by hotmix at various places on the right side of the divider from police chowki to oil depot in ward- 06,1,"[""['3099/SNV/2023 dt 29-08-2023']""]"
vedvyaspuri.,1,"[""['3099/SNV/2023 dt 29-08-2023']""]"
construction of 32 nos barrack hostel,1,"[""['1625/ E-Tender / 74 Dt 30/06/2023']""]"
04 nos si investigation room at police station binauli disst- baghpat ( u. p. ),1,"[""['1625/ E-Tender / 74 Dt 30/06/2023']""]"
baberu road at kalu kuwan intersection in district banda,1,"[""['2072/A-25 DATE-24-06-2023']""]"
other miscellaneous works towards police line road maharana pratap chowk,1,"[""['2072/A-25 DATE-24-06-2023']""]"
construction of hostel barrack building for 40 persons 10 female,1,"[""['366/M-50/E-TENDER/RNN/2023  DATE 30.05.2023']""]"
vivechana room in police station mainather at dist moradabad,1,"[""['366/M-50/E-TENDER/RNN/2023  DATE 30.05.2023']""]"
ward no. 77 ramapura girjaghar chaurahe se rewadi talab police chowki tak sadak par patch marammat ka karya,1,"[""['28/2022-23']""]"
vivechana room in bilari police station at dist moradabad,1,"[""['367/M-51/E-TENDER/RNN/2023  DATE 30.05.2023']""]"
construction of hostel barrack building for 32 persons 08 female,1,"[""['367/M-51/E-TENDER/RNN/2023  DATE 30.05.2023']""]"
r. c. c. safety wall work by ward- 32,1,"[""['NNMEE/FFC 12 Tender/15-03-2023']""]"
from police line to public health care,1,"[""['NNMEE/FFC 12 Tender/15-03-2023']""]"
from circuit house towards masihpuram,1,"[""['NNMEE/FFC 12 Tender/15-03-2023']""]"
04 nos si investigation room at police station khekra distt- baghpat ( u. p. ),1,"[""['1350/Etender/54 Dt 03.06.2023']""]"
construction of barrack/ hostel 16 nos,1,"[""['1350/Etender/54 Dt 03.06.2023']""]"
design engineering procurement for construction of residential buildings of police training school to double its capacity at district moradabad up india on epc basis,1,"[""['300/General/Bhawan Cell/2023 dt. 02.03.2023']""]"
wall tiling work in police modren school at 41th bn. pac ghazibad u. p.,1,"[""['1788/PAN/ET/23-24,  DT. 29-05-2023']""]"
junior wing floor,1,"[""['1788/PAN/ET/23-24,  DT. 29-05-2023']""]"
senior wing,1,"[""['1788/PAN/ET/23-24,  DT. 29-05-2023']""]"
ashfaqnagar police chowki ke pas station road se shuzat kha ki puliya tak nala silt safai karya.,1,"[""['302..24.05.2023..1']""]"
construction of residential building type a 01 no type b 10 no at police choki jhuppa distt. gautam buddh nagar u. p.,1,"[""['90/PAN/ET/22-23, DT. 03-04-2023']""]"
12 male at police thana milak khanam,1,"[""['739 / M-18 / 152 dated- 03.03.2023']""]"
vikas khand rampur mathura bhagautipur police chuaki ke bagal se mallpur shiv mandir tak c. c. karya,1,"[""['2251/NIVIDA-Z.P./2022-23 DATE-15/02/2023']""]"
work 02 reserve police line orai se nalkoop office tak marg ka chodikarn evm sudrdhikaran ka karya,1,"[""['06 (2023-24) Nirman Date 01-04-2023']""]"
covering of rcc box drain from sector- 82 police chowki to pocket- 7 in sector- 82 ) noida,1,"[""['66/DGM/ SM (WC-8)/ET/2022-23']""]"
m/ o drain ( strengthening,1,"[""['66/DGM/ SM (WC-8)/ET/2022-23']""]"
construction of deputy superintendent of police room plaster repairing work of old dsp office,1,"[""['21/2021-22']""]"
other associated civil works at kamla nagar agra.,1,"[""['21/2021-22']""]"
construction work of 05 seated public toilet with 02 seat urinal near police post in industrial area under swachh bharat mission.,1,"[""['21/PWD/2022-23']""]"
development work for t. h. person hostel g 8 at police line distt. lalitpur u. p.,1,"[""['3906/pan/et/22-23  Dt. 11-11-2022']""]"
development work for 100 person hostel/ barrack g 5 at police line distt. lalitpur u. p.,2,"[""['4938/pan/et/22-23,  Dt. 10-01-2023']"", ""['2577/pan/et/22-23  Dt. 24-08-2022']""]"
construction of interlocking tiles at gram meharban singh ka purwa jal sansthan pani ki tanki police chuaki ke pass,1,"[""['1240/EE/RED/2022-23 DT 04.11.2022']""]"
tajnagri phase- 2 istith zonal park ke samne istith park mein police station booth banane ka karya,1,"[""['21/2022-23']""]"
work of drainage arrangement of the land made available for the centralized kitchen under mid- day meal on the approach road of chiluatal police station.,1,"[""['25/GDA/2022-23/16112022']""]"
year 2022- 23 district- shrawasti.,1,"[""['2053/e-Tender/2022-23 Dated 17-10-2022']""]"
special repair of bahraich- bhinga road km- 24 police chauki to vishambharpur link road,1,"[""['2053/e-Tender/2022-23 Dated 17-10-2022']""]"
construction of type- a residence 3 unit,1,"[""['2166/PAN/ET/22-23,  DT. 02-08-2022']""]"
type- b residence 7 nos at police station sarh kanpur nagar u. p.,1,"[""['2166/PAN/ET/22-23,  DT. 02-08-2022']""]"
chawal mansuri,2,"[""['GEM/2022/B/2448396']"", ""['GEM/2022/B/2143025']""]"
urad daal chilk,2,"[""['GEM/2022/B/2448396']"", ""['GEM/2022/B/2143025']""]"
police line ke samne stadium me 1 hp submarshibal pump ke sath 1000 liter pani tanki ka kary.,1,"[""['506/N.P.P.M./E-NIVIDA/2022, 03-08-2022']""]"
drain at moh. jatan b- 4 h/ o ayub,1,"[""['053/ET-NPPB/2022-23']""]"
naseem to police chowki jatan bijnor,1,"[""['053/ET-NPPB/2022-23']""]"
mendu road par police line me s. p. office ke samne jalnikasi ke nidan hetu nali nirman karya.,1,"[""['314/N.V./2022-23']""]"
23. gomti lawn se police aawasiya parisar ke samne se pwd marg ke kinare nala nirman karya,1,"[""['332/ZP/NIRMAN-E-TENDER/22-23']""]"
construction of dalawar house garbage collection awas vikas colony sec 4 near police chowki hariparwat zone sr no 46 a.,1,"[""['19-05-2022/NAGAR NIGAM/24-05-2022/19']""]"
fixing roofing sheet with m. s. frame at police station,1,"[""['101/GM/SM(WC-5) /2020-21']""]"
fire station in sector- 71 ),1,"[""['101/GM/SM(WC-5) /2020-21']""]"
m/ o road ( providing,1,"[""['101/GM/SM(WC-5) /2020-21']""]"
ward 35 elanganj me national acadami se dharhariya police choki hote hue kachhar tak nala ka safai karya.,1,"[""['Jankary_nalasafai_18_04_2022']""]"
for hiring of one no. 8 seater jeepshaped diesel vehicle with driver,2,"[""['74/EDCB/2020-21']"", ""['50/EDCB/2021-22']""]"
maintenance for sub inspector,2,"[""['74/EDCB/2020-21']"", ""['50/EDCB/2021-22']""]"
construction of c. c. road at ward 7 jetapur behind polic couki mohan yadav house to bhawsar house. ( i call ),1,"[""['63/MCK/13669/E-tender/2021 date 21.12.2021']""]"
1- nagar panchayat narauli me police chauki ke samne chandausi sambhal road ke kinare park ka nirmarn karya,1,"[""['1052/NPNARAU0/2021-22 DATED 11-11-2021']""]"
work no- 38,1,"[""['185/Nirman/2021-2022 DT 13-09-2021']""]"
ward 41 maharajpur industrial area police choki se hotel cuntreen tak sadak sudhradikaran ka karya,1,"[""['185/Nirman/2021-2022 DT 13-09-2021']""]"
nagariye prathmik swastya kendra police line me shade ka nirman evam kursi avam water coller ro ka karya,1,"[""['1141/lekha/mla/2021-22/Meerut Block Sr No. 9']""]"
boundary wall at rajabazaar ward from bandha road sat gadge pratima to police chauli pakka pull lot no 3,1,"[""['1272/EE RED Lucknow/21-22 DT 28/10/2021']""]"
from gandhi park square to police chowki tikoniya.,1,"[""['27/PWD/2021-22']""]"
patch repair work by hotmix on both the side roads from subhash tirahe to gandhi park,1,"[""['27/PWD/2021-22']""]"
construction of two nos type a,1,"[""['2021/11 Cashier (PD BAG)-MRTCIR/20-21 DT. 29.06.21']""]"
four nos type b quarters for special intelligence branch at police line compound in district baghpat,1,"[""['2021/11 Cashier (PD BAG)-MRTCIR/20-21 DT. 29.06.21']""]"
district gonda.,2,"[""['12/ECC(D)-II/L/E-Tender/ 2021-22']"", ""['19/ECC(D)-II/L/E-Tender/ 2021-22']""]"
repairing work of dilapidated office building,2,"[""['12/ECC(D)-II/L/E-Tender/ 2021-22']"", ""['19/ECC(D)-II/L/E-Tender/ 2021-22']""]"
boundary wall,3,"[""['1366/L-11/54 dated 22.11.2024']"", ""['12/ECC(D)-II/L/E-Tender/ 2021-22']"", ""['19/ECC(D)-II/L/E-Tender/ 2021-22']""]"
water supply at office of deputy superintendent of police enforcement team,2,"[""['12/ECC(D)-II/L/E-Tender/ 2021-22']"", ""['19/ECC(D)-II/L/E-Tender/ 2021-22']""]"
repairing of naali through interlocking in kamla nagar dakshrinachal police chowki f- 277 to e- 152 sr no- 93 zone- 1,1,"[""['28-08-2021/NAGAR NIGAM/03-09-2021/11']""]"
remaining work for construction of reporting police choki machli bazar gaon of p. s kotwali mankapur distt gonda u. p.,1,"[""['2127/pan/et/21-22  Dt. 04-08-2021']""]"
in the financial year 2020- 21,1,"[""['3419MT/1MT-ETender-UC/2021 Dt. 07-06-2021']""]"
construction work of non residential building of upgradation of new modern thana at police chauki at district unnao,1,"[""['3419MT/1MT-ETender-UC/2021 Dt. 07-06-2021']""]"
sector- 24 ),1,"[""['88/CGM/S.M-WC-5/2020-2021']""]"
type- 2 in the premises of police station compound,1,"[""['88/CGM/S.M-WC-5/2020-2021']""]"
m/ o building ( repair of staff quarter type- i,1,"[""['88/CGM/S.M-WC-5/2020-2021']""]"
for hiring of diesel jeeps ( bolero,1,"[""['29/EDCA/2020-21']""]"
mohalla nizampur katra bazar me shakoor park se naveen police chowki tak hot mix damar road ka karya,1,"[""['587/NPP Pihani/(11)/E Tender/2021-11']""]"
suhaag nagar se- 04 police choke ke pechhe nale ke sahare miyavake paddhate dvara vrkchharopan ka kary.,1,"[""['17/PWD/2021-22']""]"
providing of one no. diesel car/ jeep with driver latest 2018 model for police station incharge anti power theft thana pratapgarh,1,"[""['45/EDCP/2020-21']""]"
under a. p. j. abdul kalam gaurav path scheme s. r of connecting road from police line gate to vaibhav diwedi house,1,"[""['2019/E.Tender/A8/2020-21 dt. 23.09.2020']""]"
shifting of 16 mtr high mast,1,"[""['GM/PROJECT-I/2020/116 DATED 08.06.2020']""]"
street light pole in reserve police line near helipad ecotech- iii,1,"[""['GM/PROJECT-I/2020/116 DATED 08.06.2020']""]"
kunj- kuteer hydele colony,1,"[""['09/ECD(D)/AYO./E-Tender/ 2020-21']""]"
for construction of toilet,1,"[""['09/ECD(D)/AYO./E-Tender/ 2020-21']""]"
indiamarka hand pump with submersible pump at- anti power theft police thana,1,"[""['09/ECD(D)/AYO./E-Tender/ 2020-21']""]"
ar,17,"[""['70/EE/EBMD-M 221/PWD/2016-17']"", ""['90/EE/PWD M-112/2014-15(Recalled)']"", ""['106/EE/CBMD M-233/PWD/2014-15 (3rd Re-call)']"", ""['90/EE/PWD M-112/2014-15']"", ""['26/EE/EBMD-M 221/PWD/2020-21']"", ""['131/EE/CBMD M-233/PWD/2014-15']"", ""['09/EE/EBMD-M 221/PWD/2020-21']"", ""['56/AE-III/EE/EBMD-M 221/PWD/2018-19']"", ""['46/EE/EBMD-M 221/PWD/2016-17']"", ""['106/EE/CBMD M-233/PWD/2014-15 (Re-call)']"", ""['106/EE/CBMD M-233/PWD/2014-15']"", ""['24/EE/EBMD-M 221/PWD/2018-19 (Recall)']"", ""['12/EE/EBMD-M 221/PWD/2019-20']"", ""['67/AE/EBMSD-M 2213/PWD/2017-18']"", ""['71/AE-III/EE/EBMD-M 221/PWD/2019-20']"", ""['37/EE/EBMD-M 221/PWD/2019-20']"", ""['74/EE/EBMD-M 221/PWD/2019-20']""]"
mo to gaumukh apartment police colony kaushambi gzb dg 2020- 21 sh misc civil works in changing of tenancy,1,"[""['26/EE/EBMD-M 221/PWD/2020-21']""]"
nit 05/ 08 construction of nali ( both side ) from back side police thana padamji house nale side in municipal area newai,1,"[""['05/2020-21']""]"
g. b.,1,"[""['447/Policeline/Tender/RNN/2020']""]"
nagar u. p.,1,"[""['447/Policeline/Tender/RNN/2020']""]"
annual maintenance contract of stp wtp installed in 200 bedded referral hospital at cisf camp itb police greater noida up,1,"[""['ITBP/SHQ/STP/A-8/2020-21-252']""]"
companybagh police chawki k pass machli madi k bagal main 5 seater toilet complex ka nirman kary,1,"[""['462/NPPB/Ni-Am/2020-21']""]"
police chowki se birju ki chakki hetu hue saim medical store tak mastic asphalt dwara sadak sudhar,1,"[""['11ET 11/2020-2021']""]"
kholampur bajar se navnirmit police chowki tak rubber mold interlocking karya. 250. 00 m ( vidhyak nidhi mankapur ),1,"[""['78/E.E/Gonda/E-Tender/20-21 Date-11.05.2020']""]"
pilibhit for rural area,1,"[""['190/31A Date 01.02.2019']""]"
single squatting plate pink toilet in completion of critical gaps plan at police station,2,"[""['191/31A Date 01.02.2019']"", ""['190/31A Date 01.02.2019']""]"
construction of single seat,2,"[""['191/31A Date 01.02.2019']"", ""['190/31A Date 01.02.2019']""]"
pilibhit for urban area.,1,"[""['191/31A Date 01.02.2019']""]"
others in moh. arya nagar,1,"[""['1745/7 NPPA2019-20']""]"
drain from police line road to sri vikash house,1,"[""['1745/7 NPPA2019-20']""]"
const of pre cast interlocking tills road,1,"[""['1745/7 NPPA2019-20']""]"
construction of non- residential building of police chowki machli bazar gaon at p. s. kotwali mankapur distt- gonda ( u. p. ),1,"[""['824/PAN/CUG/E-TENDER/19-20 dt. 28-12-2019']""]"
shikohabad road per sunahri nagar police choaki k paas road patri per 02 sheet urinal nirman karya,1,"[""['2775-11']""]"
jail road police line r i gate ke barabar road patari par 2 sheet urinal nirman karya,1,"[""['2775-23']""]"
shikohabad road per sunahri nagar police choaki k paas road patri per 05 sheet shochalay nirman karya,1,"[""['2775']""]"
supply of sanitary items construction of residential building type- a 16 nos,1,"[""['911/PAN/CUG/19-20 Dt- 24-01-2020']""]"
work of supply of two computer operators ( contract ) for newly established anti power taft police station under electricity distribution circle,1,"[""['66/EDC(SKN)/2019-20']""]"
santkabirnagar.,1,"[""['66/EDC(SKN)/2019-20']""]"
renovation works for anti electricity theft police station at 33/ 11 k. v sub- station preet vihar distt- hapur.,1,"[""['15(s)/ECDD/MRT/2019-20']""]"
type_ b_ 16 qtrs at police line mainpuri_ distt. mainpuri,1,"[""['503/PAN/CUA/E-TENDERING19-20']""]"
remaining work of internal electrification in type_ a_ 16 qtrs,1,"[""['503/PAN/CUA/E-TENDERING19-20']""]"
type- b 32 nos residences,1,"[""['229/PAN/CUJ/(E-TENDER 34)/2019-20 DATE 16-08-2019']""]"
rtc classroom at police line orai distt. jalaun,2,"[""['236/PAN/CUJ/(E-TENDER 39)/2019-20 DATED 20-08-2019']"", ""['229/PAN/CUJ/(E-TENDER 34)/2019-20 DATE 16-08-2019']""]"
electrification work at type- a 16 nos,1,"[""['229/PAN/CUJ/(E-TENDER 34)/2019-20 DATE 16-08-2019']""]"
nurse calling system installed in 200 bedded referral hospital itb police for the year 2019 20,1,"[""['ITBP/Referral Hospital/Engr. Br/2019-185']""]"
comprehensive maintenance contract of bms,1,"[""['ITBP/Referral Hospital/Engr. Br/2019-185']""]"
m/ o r. s. p,1,"[""['69/D(H)/ DD(H)II/18-19']""]"
two year maintenance of d. s. c road for chhellra crossing to salarpur police station,1,"[""['69/D(H)/ DD(H)II/18-19']""]"
supply of flush door shutter for type- a 16 nos.,2,"[""['235/PAN/CUJ/(E-TENDER 38)/2019-20 DATED 19-08-2019']"", ""['491/PAN/CUJ/(E-TENDER)/2018-19 DATED 03-01-2019']""]"
water supply,2,"[""['489/PAN/CUJ/(E-TENDER)/2018-19 DATED 03-01-2019']"", ""['364/PAN/CUJ/(E-TENDER)/2018-19 DATE 31-10-2018']""]"
type- b 32 nos. residences police line orai distt. jalaun,3,"[""['88/PAN/CUJ/(E-TENDER 17)/2019-20 DATE 19-05-2019']"", ""['489/PAN/CUJ/(E-TENDER)/2018-19 DATED 03-01-2019']"", ""['501/PAN/CUJ/(E-TENDER)/2018-19 DATE 08-01-2019']""]"
sanitary items for type- a 16 nos.,2,"[""['489/PAN/CUJ/(E-TENDER)/2018-19 DATED 03-01-2019']"", ""['364/PAN/CUJ/(E-TENDER)/2018-19 DATE 31-10-2018']""]"
supply of brick class 150 for type- a 16 nos,1,"[""['698/PAN/CUA/E-TENDERING/18-19']""]"
type- b 16 nos. qtrs at police line mainpuri distt- mainpuri,1,"[""['698/PAN/CUA/E-TENDERING/18-19']""]"
type- b 16 nos qtrs at police line mainpuri distt- mainpuri,1,"[""['641/PAN/CUA/E-TENDRING/18-19']""]"
stone grit for type- a 16nos,1,"[""['641/PAN/CUA/E-TENDRING/18-19']""]"
in frunt of mahatab sinama macheran road ward- 68,1,"[""['NNMEE/FFC 55 WORK']""]"
construction of nali work in frunt of kaisar gang police makbra mod to kabristan,1,"[""['NNMEE/FFC 55 WORK']""]"
stone grit ) bulilding matereail for type a 16,1,"[""['481/pan/gonda-unit/18-19']""]"
supply of ( coarse sand,1,"[""['481/pan/gonda-unit/18-19']""]"
sultanganj house no 26/ 230/ b/ 2a daroga ji house vijay nagar police choki new sivar line work,1,"[""['28-09-2018/NAGAR NIGAM JANAKPURI/03-10-2018/3']""]"
supply of building material at type- a 16 nos. aand type- b 32 nos. residences at police line lalitpur distt. lalitpur,1,"[""['240/PAN/CUJ/(E-TENDER)/2018-19 DATED 13-09-2018']""]"
interlocking tiles from shahbelol police chowki back in iliyas waqil to dr. siraj khan in moh. kori tilla,1,"[""['2567 B']""]"
construction of seever line,1,"[""['2567 B']""]"
const of interlocking road from agameer durhi infront of police chouki masjid to raja bazar chouraha vadik sansthan in raja bazar ward,2,"[""['1365/PO/Duda/218-19']"", ""['1635/PO/Duda/218-19']""]"
type- b 32 nos. avas,1,"[""['190/PAN/GONDA/2018-19']""]"
distt. balrampur- 271201,1,"[""['190/PAN/GONDA/2018-19']""]"
police line balrampur,1,"[""['190/PAN/GONDA/2018-19']""]"
type-b 32 nos. avas,1,"[""['190/PAN/GONDA/2018-19']""]"
supply of building material at type-a 16 nos.,1,"[""['190/PAN/GONDA/2018-19']""]"
distt. balrampur -271201,1,"[""['190/PAN/GONDA/2018-19']""]"
strengthening of road (providing,1,"[""['11/CE-C/PEWC9/ET/2017-18']""]"
dbc on 45m wide road from choona bhatti to                            police chowki in sector-126) noida,1,"[""['11/CE-C/PEWC9/ET/2017-18']""]"
laying dbm,1,"[""['11/CE-C/PEWC9/ET/2017-18']""]"
e o r to gaumukh apartment police colony kaushambi gzb sh development work of internal road drain,1,"[""['18/EE/EBMD-M 221/PWD/2018-19']""]"
construction of belwa mishra chauraha to bhiswa via police line link road under rajya sadak nidhi during financial year 2017- 2018,1,"[""['3963/76Yat-Deo Circle/18  Dated 04.04.2018']""]"
mehdawal police station bakhira me ro plant ke sath me water cooler evm 500 ltr ki tanki ka nirman.,1,"[""['1256/E-tender/2017-18']""]"
police station dharam shiva me ro plant ke sath me water cooler evm 500 ltr ki tanki ka nirman.,1,"[""['1256/E-tender/2017-18']""]"
work no- 16- under 14th fc- construction of rcc nala from railway road via infront of police station dadri towards kath mandi,1,"[""['529/NPPD/Nirman/2017-18, Dt 28-03-2018']""]"
58 ( external development in primises of staff quarter at police station sector-24),1,"[""['25/CE(C)/PE(WC.-5)/2017-2018']""]"
c/o staff quarter in sector-24,1,"[""['25/CE(C)/PE(WC.-5)/2017-2018']""]"
two year maintenance of green belt sec- 122 along police choki c. n. g pump sec- 121 ajanar,1,"[""['104 /D(H)/DD(H)-I/2017-18']""]"
specialty of the broken-roofed six-room accommodation from 165 type first to housing number 180 in police line banda lot-6,1,"[""['60/spbna/2017-18 dt 08.02.2018']""]"
parapat,1,"[""['BH-40/2018']""]"
electric wiring,1,"[""['BH-40/2018']""]"
hook,1,"[""['BH-40/2018']""]"
whiteining,1,"[""['BH-40/2018']""]"
gi wire  in barick -1 at police line fatehpur,1,"[""['BH-40/2018']""]"
corner sphere,1,"[""['BH-40/2018']""]"
special repairing of window,1,"[""['BH-40/2018']""]"
specialty of the broken latin tanks by housing number 165 type first to housing number 180 in police line banda lot-7,1,"[""['60/spbna/2017-18 dt 08.02.2018']""]"
electrification work leader road bsr ground to lookar ganj police chocky upto old gt road allahabad,1,"[""['ADA/Electric04/1218']""]"
surface drain at top of permia nala bandh from parmia nala bridge to police chauki ganga barrage kanpur,1,"[""['14/EE/2017-18']""]"
construction of toe wall,1,"[""['14/EE/2017-18']""]"
construction of pcc road from ho sri bakil singh to police line main road in mohan nagar under gmc ward no 33 at gaya,1,"[""['NIT13/2017-18']""]"
s. i. t. c. of computer- lan networking in police control room at s. s. p. office campus,1,"[""['OSD/PROJ/16/259-260  DATED 27.09.2016']""]"
